address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2017-01-16,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,16-AP-5067,146a Landells Road  SE22 9PL,,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-30,,,,,,,,,,,,,,0.2784500117,,,,,,,,,,,,,,,,,,0,0,,,,5-15 House Supply,,,,,,,,,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,16/11376/FULL,"Dev Site At 19-35 Baker Street, 88-110 George Street, 69-71 Blandford Street And 30Gloucester PlaceLondon",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=16/11376/FULL,,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2016-04-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,16-AP-0675,"Unit 1, Old Stable House Between 53 And 55 North Cross Road  SE22 9ET",,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2015-07-09,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15-AP-1883,80 Peckham High Street  SE15 5ED,,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2017-01-13,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,16-AP-4063,5 Draymans Mews  SE15 4PW,,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,local-authority-eng:HRY,,not owned by a public authority,,,,,,,,2010-07-27,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,HGY/2009/1858,1-3 Mount Pleasant Road London N17 6TR London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=206086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2015-09-09,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,15-AP-1900,97 Azenby Road  SE15 5AJ,,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-30,,,,,,,,,,,,,,0.0047728750000000002,,,,,,,,,,,,,,,,,,0,0,,,,5-15 House Supply,,,,,,,,,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,HS002,Lttle Church Street,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=HS002,,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-25,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,local-authority-eng:HRY,,not owned by a public authority,,,,,,,,2017-01-27,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,HGY/2016/3169,Garage at rear 19 Willoughby Road London N8 0JE,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=294779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-20,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:SWK,,,,,,,,,,2015-01-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,14-AP-1125,15 Winchester Walk  SE1 9AG,,,,2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,
