address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,31.92,,,,,,,,,,,,,,,,,,1000,1000,,,,Land to the north of the site is former municipal landfill. This area of the site will be unsuitable for residential use due to landfill gas emissions and ground stabilisation issues.,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,2003-11-01,,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,1,Ebbsfleet Central including car parks and land east of International Way,https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436513/01-Ebbsfleet-Central-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,5,5,,,,"Site is adjacent to the Listed Two Brewers Pub, which is to be retained.",,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,2015-05-26,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,4,"Rear of Two Brewers, 33 Lowfield Street, Dartford, Kent, DA1 1EW",https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436516/04-Rear-of-Two-Brewers-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,2018-11-09,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,5,"St Marys Church Hall, Church Hill, Stone, Kent, DA9 9BP",https://www.dartford.gov.uk/__data/assets/pdf_file/0008/436517/05-St-Marys-Church-Hall-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,2016-12-16,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,8,"Land Adjacent To The Rear Of 1-12 Cressener Place, Burnham Road, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436519/08-Cressener-Place-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,19,19,,,,Vacant site.,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,10,"Steam Crane Wharf, Lower Hythe Street, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0003/436521/10-Steam-Crane-Wharf-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,2017-09-07,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,14,"Land East Of Lowfield Street, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0004/436522/14-Land-East-of-Lowfield-Street-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,2.57,,,,,,,,,,,,,,,,,,150,150,,,,Application is currently in with Ebbsfleet Development Coorporation (EDC),,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,,,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,15,"Former Croxton and Garry Site (North of London Road), Tiltman Avenue
Swanscombe
Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0010/436555/15-Former-Croxton-and-Garry-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,70,70,,,,,,,,,,local-authority-eng:DAR,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,17,"Station Approach, Dartford, Kent, DA1 1BP",https://www.dartford.gov.uk/__data/assets/pdf_file/0006/436524/17-Station-Approach-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,17.93,,,,,,,,,,,,,,,,,,600,600,,,,"Site owner to consider options regarding future release of the site  in consultation with the Council, Port of London Authority and other interested parties.",,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,18,"Thames Europort (Dartford International Ferry Terminal), Clipper Boulevard, Dartford, Kent",https://www.dartford.gov.uk/__data/assets/pdf_file/0011/436556/18-Thames-Europort-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-18,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,10,10,,,,Social Club is seeking to release the site for residential development and relocate. Housebuilder has indicated a willingness to aquire site for residential development.,,,,,,local-authority-eng:DAR,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,19,"Glentworth Club Site, 154 Lowfield St, Dartford DA1 1JB",https://www.dartford.gov.uk/__data/assets/pdf_file/0007/436525/19-Glentworth-Club-Brownfiled-Land.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
