address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA 556,"Wombourne Police Station, Wombourne",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2018-12-13,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,KV 361,"The Burgesses, High Street, Kinver",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,27,27,,,,,,,,,,local-authority-eng:SST,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA 141,"154a Walsall Road, Great Wyrley",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,19,19,,,,,,,,,,local-authority-eng:SST,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA 228,Adult Training Centre off Histons Hill,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,19,19,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2015-05-15,,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,SHELAA 281,"Land off Giggetty Lane, Wombourne",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,AC 82,"Springslade Works, Cannock Road, Bednall",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,CD 191,"Terrace Nurseries, Oaken Drive, Codsall",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2018-07-19,,permissioned,,,,,,,,,,,,,,,,,,,,,,,ES/101,"Old Mitre, Bursnips Road, Essington",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,60,60,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHELAA 168,"Brinsford Lodge, Featherstone",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/02/2019,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2017-03-03,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,GW 165,"Hazelbrook Indsutrial Estate, Hazel Lane, Great Wyrley",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19/03/2019,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,154,154,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2016-09-19,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,PK 165,"Lyne Hill (Phase 3), Boscomoor Lane, Penkridge",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,21/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2019,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,72,72,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2019-02-07,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHELAA 281b,"Land at Ounsdale, Wombourne",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,10/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2019,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:SST,,not owned by a public authority,,,,,,,,2019-03-08,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SE01,"Boulton Farm, Boulton Lane, Saredon",https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,,,10/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
