address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,12,12,,,,Site is in Flood Zone 2,,,,,,local-authority-eng:WOI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAABWB012,"""Library, 71 High Road, Byfleet, KT14 7QN""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,50,50,,,,References for planning history PLAN/2015/0545 and PLAN/2014/0759,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN001,"""Trizancia House, Thomsen House and Woodstead House, 72 Chertsey Road, Woking, GU21 5BJ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,14,14,,,,"PLAN/2015/0912 detailed, but non-residential; PLAN/2016/0561 prior approval refused; PLAN/2014/0759 non-determined application for offices and 64 flats, appeal dismissed.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2015-12-01,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN035,"""Chester House, 76-78 Chertsey Road, Woking, GU21 5BJ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,28,28,,,,PLAN/2014/1263 under construction. PLAN/2016/0514 prior approval not required.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2016-02-15,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN003,"""King's Court, Church Street East, Woking, GU21 6HA""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,46,46,,,,"Min net dwellings is based on the draft Site Allocation which includes offices on the site rather than the prior notification, which sees the loss of all offices to residential. See PLAN/2016/0423, PLAN/2016/1433 and PLAN/2017/0654. Two 2016 prior approval applications approved, 2017 planning application for a 3rd and 4th floor extension pending consideration.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2016-05-31,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN002,"""The Cornerstone, The Broadway and Elizabeth House, Duke Street, Woking, GU21 5AS""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,50,50,,,,"PLAN/2017/0582 stated in DevelopmentDescription, pending decision. Full permission granted for PLAN/2015/0809 for changes to retail floorspace and other alterations. PLAN/2016/0388 for canopy/public realm permission.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN046,"""Land at Albion House, High Street, Woking, GU21 6BD""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN006,"""1-12 and 26-34 High Street and Commercial Way, Woking GU21 6EN""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN004,"""2-24 and 13-28 Commercial Way and High Street, Woking, GU21 6BW""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,390,390,,,,NetDwellingsRangeTo is based on the extant permission.  Reference for planning history PLAN/2014/0014,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,2015-03-26,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN005,"""Victoria Square Development, Church Street West, Woking, GU21 6HD""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,78,78,,,,"References for planning history PLAN/2014/0941. An earlier application was withdrawn - the S106 Agreement not signed (ref PLAN/2013/1207). Min net dwellings of 78 is the net figure, rather than gross of 85 referred to in the Development Description.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN022,"""The Coign Church, Church Street West, Woking, GU21 6DJ",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,33,33,,,,Reference for planning history PLAN/2016/0927. Permission granted by Planning committee subject to signing of S106 Agreement.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN033,"""The former Goldsworth Arms Public House, Goldsworth Road, Woking, GU21 6LQ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,55,55,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAASTJ002,"""113-129 Goldsworth Road, Woking, GU21 6LR""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,55,55,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN028,"""1-7 Victoria Way and 1-29 Goldsworth Road, Woking GU21 6JZ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,125,125,,,,PLAN/2016/0742 pending signed legal agreement. Historic permissions PLAN/2007/1298 and PLAN/2008/1350,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,,,,,,,,,,,,,,,,,,,,,,,SHLAACAN027,"""30-32 Woking Railway and Athletic Club, Systems House, Bridge House, Goldsworth Road, Woking, GU21 6JT""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,,67,67,,,,PLAN/2017/0802 resolution to grant subject to S106 agreement (12 Dec Planning Committee). This application relates to one part of the site - the former Rat and Parrot public house.,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN030,"""The Big Apple American Amusements Ltd, HG Wells Conference Centre, the former Rat and Parrot PH, 48-58 Chertsey Road, Woking GU21 5AJ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,12,12,,,,PLAN/2017/1000 for 29 1bed units - Granted prior approval. PLAN/2016/1422 (Creation of additional storey to the roof to provide 8 flats (1 x studio and 7 x 1-bed 1-person) - permitted subject to legal agreement and installation of fire escape staircase; PLAN/2015/1002 (4No 2 bed and 8No 1 bed flats) - granted.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2017-10-18,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN021,"""Spectrum House, 56 Goldsworth Road, Woking GU21 6LE""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,67,67,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAHOR001,"""Timber Yard, Horsell Moor, Woking GU21 4NQ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,55,55,,,,Historic outline permissions PLAN/2006/0386 and PLAN/2006/0387. While this is mainly Council owned there are some private properties (through Right to Buy).,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,2006-06-23,https://www.woking.gov.uk/planning/publicaccess,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAHEA009 and SHLAAHEA010,"""Backland gardens of houses facing Ash Road, Hawthorn Road, Willow Way and Laburnum Road (Barnsbury sites 1 & 2), Barnsbury Farm Estate, Woking GU22 0BN""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,12,12,,,,Reference for planning history PLAN/2006/0388. While this is mainly Council owned there are some private properties (through Right to Buy).,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,2006-06-23,https://www.woking.gov.uk/planning/publicaccess,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAHEA011,"""Backland gardens of houses facing Laburnum Road, Ash Road and Ash Close (Barnsbury Site 3), Barnsbury, Woking GU22 0BU""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,10,10,,,,References for planning history: PLAN/2008/0630; PLAN/2011/0255; and PLAN/2014/0880,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2008-09-05,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAHOE004,"""Elmbridge House, 18 Elmbridge Lane, Kingfield Woking GU22 9AW""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,10,10,,,,"Current permission (ref PLAN/2017/0343) to change use from retail to a veterinary practice, but this is not considered to preclude residential development in the longer term.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2017-07-03,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAHOE019,"""Sherpa House, Kingfield Road, Kingfield, Woking GU22 9EH""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,250,250,,,,Reference PLAN/2015/1260 (current permission).,,,,,,local-authority-eng:WOI,,mixed ownership,,,,,,,,2016-07-27,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN026,"""Land within Sheerwater Priority Place, Albert Drive, Woking GU21 5RE""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,104,104,,,,111 Chertsey Road: PLAN/2017/0800 prior notification for 27 flats; PLAN/2015/0765 permission for office development. Waterman House:  PLAN/2012/0461 for 5 storey office building.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN016,"""101-121 Chertsey Road, Woking GU21 5BW""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,10,10,,,,PLAN/2017/0146 and PLAN/2009/0281,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN018,"""29-31 Walton Road, Woking, GU21 5DL""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,77,77,,,,Elliot Court: PLAN/2015/0500 granted subject to legal agreement; PLAN/2014/0289 and PLAN/2013/0484 applications both withdrawn.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAACAN011,"95-105 Maybury Road, Woking GU21 5JL""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,21,21,,,,PLAN/2017/0241 (formal consultation for prior approval for demolition of existing building),,,,,,local-authority-eng:WOI,,owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,permissioned,other,,,,,,,,,,,,,,,,,,,,,,SHLAACAN017,"""Walton Road Youth Centre, Walton Road, Woking GU21 5DL""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,88,88,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM001,"""Royal Mail Sorting/ Delivery Office, White Rose Lane, Woking GU22 7AJ""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,250,250,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM003,"""Car Park (east), Oriental Road, Woking GU22 8BD""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,100,100,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM005,"""Coal Yard /Aggregates Yard site adjacent to railway line, Guildford Road, Bradfield Close, Woking GU22 7QE""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,90,90,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM007,"""11-15 Guildford Road / Southern House/Jubilee House/ Lynton House, Station Approach, Woking GU22 7PX""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,91,91,,,,"As well as the 2016 permission (
PLAN/2016/1064), which is subject to legal agreement, there are 2012 and 2017 applications: PLAN/2012/0063 outline permission for 91 flats, 161sqm of A1 retail floor space, permitted subject to legal agreement; and PLAN/2017/0644 for 147 flats and other uses, which is pending decision, and includes Owen House, part of a neighbouring site.",,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,2017-05-31,https://www.woking.gov.uk/planning/publicaccess,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM008,"""St Dunstans, White Rose Lane, Woking GU22 7AG""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,20,20,,,,Reference PLAN/2017/1108 (pending consideration).,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,https://www.woking.gov.uk/planning/publicaccess,pending decision,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM009,"""Owen House, The Crescent, Heathside Crescent and White Rose Court, Heathside Crescent, Woking GU22 7AG""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,10,10,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM012,"""Somerset House, 1-18 Oriental Road, Woking GU22 7BG""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,48,48,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAAMHM010,"""Coroner’s Court (former Woking Magistrate's Court) Station Approach, Woking GU22 7YL""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/12/2017,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,11,11,,,,No planning history to date.,,,,,,local-authority-eng:WOI,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,SHLAASJT004,"""Corner Garage, 16-18 St John's Road, St John's, GU21 7SA""",http://www.woking2027.info/ldfregisters,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
