address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,101,51,,,,,,,,,,local-authority-eng:BBD,,owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,1,"""Site at Clarenden Road East, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/01%20Clarendon%20Road%20East.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,59,29,,,,SPD prepared to guide development of the site for new housing,,,,,,local-authority-eng:BBD,,owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,2,"""Queens Park Flats Site, Queens Road, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/02%20Queen's%20Park%20Flats%20Site.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,73,36,,,,"Land allocated in Local Plan Part 2 for residential development. Canal & River Trust requires the following to be addressed at Technical Details Consent stage: structural integrity of the retaining wall to the canal, impact on lock nos.52&53 and by-wash, site layout to provide a positive waterside frontage, construction traffic over bridge no. 100 and need for a Construction Management Plan, ecologcial assessment, land contamination & pollution prevention to the canal, towpath improvements.",,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,3,"""Rockliffe Works, Paterson Street, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/03%20Rockcliffe%20Works,%20Paterson%20Street.pdf",,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,77,39,,,,Land allocated as development opportunity site in Local Plan Part 2,,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,4,"""Former East Lancs Coachbuilders, Whalley New Road, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/04%20East%20Lancs%20Coachbuilders,%20Whalley%20New%20Road.pdf",,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,80,40,,,,Technical details application to include asset protection measures  to ensure safe operation and integrity of the railway. Has outline planning permission for up to 60 homes,,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=48622&iWgrnzsWW4I=aH8Pp24Bn4U=,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,5,"""Land off Queen Victoria Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/05%20Land%20off%20Queen%20Victoria%20Street.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-07,,,,,,,,,,,,,,2.70,,,,,,,,,,,,,,,,,,81,81,,,,Land allocated as development opportunity site in Local Plan Part 2.,,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2015-11-19,http://planning.blackburn.gov.uk/northgate/documentexplorer/application/folderview.aspx?type=PLNP11_DC_PLANAPP&key=48456&iWgrnzsWW4I=aH8Pp24Bn4U=,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,6,"""Land at SAPPI, Preston Old Road,Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/06%20Land%20at%20SAPPI.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,12,6,,,,Coal mining risk assessment required for technical details application,,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,7,"""Land to the south of Plane Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/07%20Land%20south%20of%20Plane%20Street.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,19,9,,,,,,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,8,"""Garage site, Harcourt Road, Blackburn""","http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/08%20Garage%20Site,%20Harcourt%20Road.pdf",,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,20,10,,,,"Coal mining risk assessment required for technical details application. Canal & River Trust requires the following to be addressed at Technical Details Consent stage: proposed layout and potential canal access, land contamination assessment considering the canal.",,,,,,local-authority-eng:BBD,,not owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,9,"""Site off Shorrock Lane, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/09%20Site%20off%20Shorrock%20Lane.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-19,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,77,39,,,,Land allocated in Local Plan Part 2 for residential development. Issues relating to construction traffic over bridge owned by Canal & River Trust and need for a Construction Management Plan need to be addressed at Technical Details Consent stage.,,,,,,local-authority-eng:BBD,,owned by a public authority,,,,,,,,2017-12-19,,permissioned,permission in principle,,,,,,,,,,,,,,,,,,,,,,10,"""Alaska Street Housing Site, Alaska Street, Blackburn""",http://www.blackburn.gov.uk/Brownfield%20land%20register%20plans/10%20Alaska%20Street%20Houisng%20Site.pdf,,,2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,
