address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2015/0645/FFM,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,464,"Bridge House, Bridge Court, Normanby",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/464.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,14,14,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2017/0407/FFM,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,136,"Wilton Lane, Guisborough",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/136.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,49,49,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,owned by a public authority,,,,,,,,,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,387,"Land Adjacent Ryehills School, Redcar",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/387.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,69,69,,,,Part of wider local plan allocation of  with former playing field for 100 dwellings over 3.1ha.,,,,,,local-authority-eng:RCC,,owned by a public authority,,,,,,,,,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,360,"Former Rosecroft School, Rosecroft Lane, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/360.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,17,17,,,,,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,2010-03-08,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2009/0766/FFM,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,389,"Hummersea Hills Phase 1, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/389.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,,,104,104,,,,Site excludes 1.0ha associated public open space which is part of the planning permission and is adjacent to the site.,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,2011-11-04,https://planning.redcar-cleveland.gov.uk/(S(y3dqliq10gifg4sfkqqfuc4f))/plaRecord.aspx?AppNo=R/2011/0375/FFM,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,392,"Hummersea Hills Phase 2, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/392.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,31,31,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,2017-02-22,https://planning.redcar-cleveland.gov.uk/(S(uu2vptib0zpyew1olpkpck1q))/plaRecord.aspx?AppNo=R/2016/0759/OOM,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,457,"Former Abattoir Site, Boosbeck",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/457.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,10,10,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,456,"Former Handale Primary School, Loftus",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/456.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,40,40,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,376,"Land at Park Lane, Guisborough",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/376.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/12/2018,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,10,10,,,,Local Plan Housing Allocation,,,,,,local-authority-eng:RCC,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,405,"Land at Stanghow Road, Skelton",https://wca.redclev.net/resident/planning-and-building/local-plan/Local%20Plan%20Documents/Brownfield%20Land%20Register%202018%20site%20plans/405.pdf,,,10/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
