address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,22,22,,,,Alternative site reference: O10_952,,,,,,,,,,,,,,,,2004-05-11,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=0400562F,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,04/00562/F,2-4 Church Road Lawrence Hill Bristol BS5 9PP,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=0400562F,,,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,2.28,,,,,,,,,,,,,,,,,,199,199,,,,Alternative site reference: O10_877,,,,,,,,,,,,,,,,2006-11-21,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=HYMYT5DNDD000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,04/02177/F,Former Courage Brewery Counterslip Redcliff Bristol,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=HYMYT5DNDD000,,,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,8,8,,,,Alternative site reference: O10_940,,,,,,,,,,,,,,,,2005-03-01,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=I4G002DN2D000,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,04/03995/P,Redfield Post Office Chalks Road Bristol BS5 9EW,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I4G002DN2D000,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,61,61,,,,Alternative site reference: O10_593C,,,,,,,,,,,,,,,,2007-06-22,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=I520C3DNGC000,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,04/04126/P,Land At Wapping Wharf Wapping Road Bristol,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I520C3DNGC000,,,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,120,120,,,,Alternative site reference: O10_878D,,,,,,,,,,,,,,,,2005-01-07,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=I5479MDNDD000,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,04/04164/M,Plot ND6 Temple Quay North Temple Gate Bristol,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I5479MDNDD000,,,2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,8,8,,,,Alternative site reference: O10_1039,,,,,,,,,,,,,,,,2006-06-19,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=I9H9KLDN98000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,04/05284/F,3-5 Bushy Park Bristol BS4 2EG,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=I9H9KLDN98000,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,4.66,,,,,,,,,,,,,,,,,,136,136,,,,Alternative site reference: O10_1067,,,,,,,,,,,,,,,,2007-02-22,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=IO56ECDN3J000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,05/03988/F,Former Imperial Tobacco Office Building Hengrove Way Bristol BS14 0HR,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=IO56ECDN3J000,,,2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,22,22,,,,Alternative site reference: O10_1068,,,,,,,,,,,,,,,,2007-03-21,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JAXIXDDNIM000,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,06/05456/F,100 - 110 North Street Bedminster Bristol BS3 1HF,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JAXIXDDNIM000,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,23,23,,,,Alternative site reference: O10_1172,,,,,,,,,,,,,,,,2008-03-05,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JIFTQCDN0DD00,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,07/02235/F,Former Avonmouth Bus Depot Avonmouth Road Bristol BS11 9LP,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=JIFTQCDN0DD00,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-19,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,12,12,,,,Alternative site reference: O10_1201,,,,,,,,,,,,,,,,2009-02-11,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=K4D1L7DN00J00,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,08/03169/P,104 Belle Vue Road Easton Bristol BS5 6BX,https://planningonline.bristol.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=K4D1L7DN00J00,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,
