address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-11-25,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,142872,400 Hoe Street,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-02-15,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,150325,52a Radbourne Crescent,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-06-20,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,160233,Rowden Parade,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-02-16,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,150891,1a Old Church Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-01-25,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,162160,676-678 High Road Leytonstone,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-01-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,150538,489-495 Grove Green Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2014-11-14,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,2014/1061/OUT,Land to the Rear 35-47 Jordan Court,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-07-25,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,151966,30-32 Sutherland Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-04-11,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,162547,139 Francis Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-03-21,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,160955,20 Coopers Lane,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-07-28,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,153511,404-424 High Road Leyton,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-03-08,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,162017,74 Oakfield Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-11-25,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,142871,317a Hoe Street,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-09-29,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,170652,15 Drayton Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,local-authority-eng:WFT,,,,,,,,,,2015-07-08,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,151080,Garages Adjacent to Substation on Churchill Terrace,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-04-07,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,170527,647-661 High Road Leytonstone,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2017-09-29,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,171712,428 Hale End Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2015-12-04,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,153229,Gresham Works Rear of 1-3 Mornington Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-10-10,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,162742,840-842 High Road Leyton,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2015-04-22,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,132613,1-20 Forest Court,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2015-03-23,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,2014/0951,16 Forest View,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-02-24,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,141435,The Substation Gainsborough Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2015-07-23,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,151810,Kirkdale House 7 Kirkdale Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2015-12-04,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,141775,370-372 Grove Green Road,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,2016-10-13,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,153280,875-877 High Road Leytonstone,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,48,48,,,,,,,,,,local-authority-eng:WFT,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LHCSS17310263,Naseberry Court 2 Meriam Close SSA11,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,local-authority-eng:WFT,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LHCSS17310026,Car Wash Site BHL02 North,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,90,90,,,,,,,,,,local-authority-eng:WFT,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LHCSS17310209,Juniper House Hoe Street,https://maps.london.gov.uk/brownfield-site-register,,,2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,
