address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,700,700,,,,,,,,,,development-corporation:Q20648596,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/1,Harrow Road,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,85,85,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,2017-10-11,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6062&Ver=4,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/2,2 Scrubs Lane,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,5300,5300,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/3,Car Giant,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,1100,1100,,,,,,,,,,development-corporation:Q20648596,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/4,EMR,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,300,300,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/5,Cumberland  Business Park,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,47,47,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,2017-03-01,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6044&Ver=4,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/6,North Kensington Gate North,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,2017-07-12,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6060&Ver=4,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/7,Mitre Yard,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,164,164,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,2017-05-05,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6045&Ver=4,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/8,North Kensington Gate South,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/9,Mitre Wharf,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,development-corporation:Q20648596,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/10,Willesden Junction Depot,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/11,2 Victoria Terrace,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,development-corporation:Q20648596,,owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/12,Oaklands North,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,605,605,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,2016-07-13,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6033&Ver=4,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/13,"""Oaklands, Old Oak Common Lane, London, NW10 6DU""",https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,300,300,,,,,,,,,,development-corporation:Q20648596,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/14,"""Old Oak Common Lane sites (North)""",https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,350,350,,,,,,,,,,development-corporation:Q20648596,,mixed ownership,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/15,Old Oak Common Station and surroundings,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/16,Big Yellow Storage,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/17,Mitre Industrial Estate,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,150,150,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/18,Tea Crate,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,1300,1300,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/19,Acton Wells,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,300,300,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/20,Boden House,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-15,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,development-corporation:Q20648596,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,OPDC/BLR/21,Midland Gate,https://data.london.gov.uk/,,,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,
