address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA002,' Montagu House London Road Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,2016-12-15,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,LAA008,' Land opposite 87 West Carr Road Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,78,78,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA011,' Unit 3 Rossington Park West Carr Road Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,65,65,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA040,' Kettlewell ltd Grove Street Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA077,' Worksop Golf Club Windmill Lane Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA138,' Canal Turn Welham Road Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,local-authority-eng:BAE,,owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA142,' Former Bassetlaw Learning Centre 112 Newgate Street Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,133,133,,,,,,,,,,local-authority-eng:BAE,,owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA147,' Manton Primary School Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,33.63,,,,,,,,,,,,,,,,,,65,65,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,2016-08-17,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,LAA223,' Welbeck Colliery Budby Road Welbeck '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA229,' Tuxford Memorial Hall Ashvale Road Tuxford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA292,' Former Depot Budby Road Cuckney'',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,682,682,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,2011-03-29,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,LAA384,' Harworth Colliery Scrooby Road Harworth and Bircotes '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,93,93,,,,,,,,,,local-authority-eng:BAE,,owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA413,' Former Elizabethan High School Leafield Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,13.77,,,,,,,,,,,,,,,,,,400,400,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,2019-08-23,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,LAA463,' Firbeck Colliery Doncaster Road Carlton in Lindrick '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,30,30,,,,,,,,,,local-authority-eng:BAE,,owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA465,' Gateford Road Car Park Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,40,40,,,,' 20/00183/FUL There was a full planning appliction put in to erect 54 affordable residential dwellings that is awaiting decision'',,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,pending decision,,,,,,,,,,,,,,,,,,,,,,,LAA466,' Former Knitwear Factory Retford Road Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,46,46,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA467,' Canal Road Worksop '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA472,' Station Road Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,108.9,,,,,,,,,,,,,,,,,,1500,1500,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA473,' Cottam Power Station Cottam '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,19,19,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,,http://publicaccess.bassetlaw.gov.uk/online-applications/,not permissioned,,,,,,,,,,,,,,,,,,,,,,,LAA487,' Blackstope Lane Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,local-authority-eng:BAE,,not owned by a public authority,,,,,,,,2018-07-05,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,BFR01,' Land adjecent 17 Durham Grove Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,25/03/2020,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,28,28,,,,,,,,,,local-authority-eng:BAE,,owned by a public authority,,,,,,,,2018-05-24,http://publicaccess.bassetlaw.gov.uk/online-applications/,permissioned,outline planning permission,,,,,,,,,,,,,,,,,,,,,,SHLAA19,' Former Retford Oaks School Pennington Walk Retford '',https://arcgisportal.bassetlaw.gov.uk/arcgis/apps/webappviewer/index.html?id=ca84ac93eb5b49ad899e54d2efe4bf3d,,,25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
