address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2019,,,,,,,,,,,,,,9.09,,,,,,,,,,,,,,,,,,1403,1403,,,,Application for 1340 C3 dwellings plus 114 C2 dwellings - equal to 63 dwelling equivalents when applying the 2.5:1 ratio as outlined in the Housing Delivery Measurement Rulebook published by MHCLG in July 2018.,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2019-02-15,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,WGC104b,Welwyn Garden City - Broadwater Road West SPD Site (North),https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=5000&location=524150.149902344^212847.925292969&layersidentifier=451fb3717637467d9cff2f2712e1f014&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2017,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,171,171,,,,,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,WGC104c,Welwyn Garden City - Broadwater Road West SPD Site (West),https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=2500&location=523981.846191406^212683.924804688&layersidentifier=14dd36da7bed4a629489cb664917fdf8&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2019,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,146,146,,,,Application pending decision. Updated number of dwellings from the 2018 register inline with the application.,,,,,,local-authority-eng:WEW,,owned by a public authority,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,Hat102,Hatfield - Highview (Hilltop) SPD Site,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=521998.476074219^207011.575195313&layersidentifier=ee3e5758e3944438be3a3073c9b04603&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2017,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,125,125,,,,,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2016-12-16,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,WGC135e,Welwyn Garden City - Xerox Campus Bessemer Road (New build - West Blocks X2 and X3),https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=750&location=524228.666015625^213445.471969504&layersidentifier=8bbb751d4b854c4b9c80f0034f9e8092&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,13/12/2018,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,124,124,,,,310 bed spaces - equal to 124 dwelling equivalents when applying the 2.5:1 ratio as outlined in the Housing Delivery Measurement Rulebook published by MHCLG in July 2018.,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2016-10-13,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,Hat136,Hatfield - Comet Hotel St Albans Road West,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=521250.819335938^208244.749755859&layersidentifier=7373a0a50127430c9195e54ea421aafa&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2019,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,110,110,,,,,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2019-09-19,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,WGC109,Welwyn Garden City - Ratcliff Tail Lift Site Bessemer Road,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=524806.500488281^213966.249511719&layersidentifier=c10be176b3354b8483cab0816447a0df&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/12/2017,,,,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,100,100,,,,The majority of the site is owned by a public authority but parts are privately owned.,,,,,,local-authority-eng:WEW,,mixed ownership,,,,,,,,,,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,WGC123,Welwyn Garden City - Town Centre North SPD Site,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=523815.785644531^213104.564453125&layersidentifier=bd7aae952cdb45d0b0e6e22b6f9ebd1f&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2019,,,,,,,,,,,,,,8.29,,,,,,,,,,,,,,,,,,86,86,,,,,,,,,,local-authority-eng:WEW,,mixed ownership,,,,,,,,2018-10-05,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,Hat134,Hatfield - Onslow St Audreys School,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=5000&location=522892.463578621^208214.408425374&layersidentifier=76f7f87a3dfb4afe8dc70768ecdcf26a&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,31/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2019,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,72,72,,,,,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2018-10-26,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,WGr101,Woolmer Green - Entech House London Road,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=2500&location=525194.438574711^219023.639694582&layersidentifier=52c3f87d751c4bf287abda8254e27430&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,31/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,13/12/2018,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,70,70,,,,Included previously under permission reference N6/2015/1049/OR. Total site capacity 210 dwellings - 140 dwellings completed as of 31 March 2018. New permission reference for remaining 70 dwellings was approved in May 2018.,,,,,,local-authority-eng:WEW,,not owned by a public authority,,,,,,,,2015-07-09,,permissioned,Other,,,,,,,,,,,,,,,,,,,,,,WGC135a,Welwyn Garden City - Xerox Campus Bessemer Road (Bus/Entp/Devt Centre - Prior approval),https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=524344.780761719^213483.884201433&layersidentifier=5fdf729d33604bdeb9816f34a49d6565&menuconfig=Live&backgroundmap=MapDefaultLayerNames,,,15/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
