address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,30/12/2019,,,31/03/2020,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,157,157,,,,planning ref: 2019/0209/REM  - under construction  Dec 2019,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2019-10-18,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,FRO058,"Caxton Road, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,7,7,,,,Permission for 7 dwellings and 3 workspaces  - 2019/0745/APP approved 23/05/2019,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2015-03-03,,permissioned,reserved matters approval,,,,,,,,,,,,,,,,,,,,,,FRO048,"Locks Hill Works, 49-51 Locks Hill, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,250,250,,,,Site allocated in adopted Plan and emerging site allocations plan.  Acquired by Council to be brought forward with Acorn Housing Group.,,,,,,local-authority-eng:MEN,,mixed ownership,,,,,,,,,,pending decision,,,,,,,,,,,,,,,,,,,,,,,FRO009,"Saxonvale, Frome",http://www.mendip.gov.uk/land,,,20/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,9,9,,,,Site cleared but work not started - application to be renewed early 2020,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,FRO221,"John Snelgrove Limited, Victoria Road, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,64,64,,,,Planning Ref 2017/0722/FUL - Site information: http://vallispark.co.uk/,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2019-03-12,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,FRO015,"Land at Vallis Road, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,10,10,,,,Site has a technical start so will not lapse,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2015-06-16,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,FRO031,"25 Christchurch Street West, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,5,5,,,,Original planning ref: 2014/2065/FUL - no pre-commencement conditions discharged so permission believed to have expired,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,FRO223,"TMH Commercials, 157a The Butts, Frome",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,62,62,,,,County Council depot  and would need to relocate. Housing site allocated in draft Local Plan Part 2 (site allocations document).,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLAS001,"Glastonbury Highway Depot, Glastonbury",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,5,5,,,,Housing site allocated in draft Local Plan Part 2 (site allocations document).,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLAS001a,"Avalon Motors, Wells Road, Glastonbury",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,25,25,,,,Car wash with expired permission for housing. Allocated in draft Local Plan Part 2 (site allocations document).,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLAS027,"Garage site, Frogmore, Street Road, Glastonbury",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,25,25,,,,Site allocated for housing in draft Local Plan Part 2 (proposed changes document). Both sites in use at present. Enlarged from 2017,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,,,not permissioned,,,,,,,,,,,,,,,,,,,,,,,GLAS055/GLAS021,"Lintells Garage and Avalon Repair , Wells Road, Glastonbury",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,5,5,,,,Planning Ref 2017/1865/PAO,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2017-08-30,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,STR140,"68-70 High Street and 4  Farm Road, Street",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,6,6,,,,Planning Ref 2018/0254/FUL,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2018-04-24,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHEP114,"Service yard off Church Lane and Peter Street, Shepton Mallet",http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,31/03/2020,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,146,146,,,,2016/0509/FUL.  Revsied  application 2016/2485/FUL with additional parking is more likely to be implemented. Site being used for prison tours until 2021. Application resubmitted and is currently live ref: 2019/0598/FUL- Site information: http://www.cityandcountry.co.uk/developments-coming-soon/1610-the-old-shepton-mallet-gaol/1610-the-old-shepton-mallet-gaol.aspx,,,,,,local-authority-eng:MEN,,not owned by a public authority,,,,,,,,2017-07-14,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,SHEP103,Shepton Mallet Prison,http://www.mendip.gov.uk/land,,,20/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,
