address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,7,7,,,,16/00782/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2016-06-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"7 Lower Borough Walls, Bath",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-21-21,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,5,5,,,,16/00571/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2016-10-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"Newbridge House, Bristol Road, Chew Stoke",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,6,6,,,,16/04660/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2016-11-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"St Augustines Surgery, 4 Station Road, Keynsham",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,8,8,,,,14/01153/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2014-05-14,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"Parish Centre, Harley Street, Bath",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,9,9,,,,16/02706/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2016-12-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"E Block, MoD Ensleigh, Bath",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,7,7,,,,15/00424/ODCOU,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2015-03-23,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,,"Westways Garage, Bath Road, Marksbury",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,10,10,,,,15/04021/SDCOU,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2015-11-03,,permissioned,other,,,,,,,,,,,,,,,,,,,,,,,"The Island, Midsomer Norton",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,9,9,,,,15/04054/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2016-05-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"Pensford Garage, New Road, Pensford",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,7,7,,,,14/02858/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2015-03-26,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"Old Colliery Yard, Wick Lane, Pensford",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-21,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,8,8,,,,16/04261/FUL,,,,,,local-authority-eng:BAS,,not owned by a public authority,,,,,,,,2017-02-01,,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,,"Unit 2 Lymore Gardens, Bath",https://isharemaps.bathnes.gov.uk/atMyCouncil.aspx,,,2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,
