address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,collection,combined-authority,company,conservation-area,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,default-field,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-area,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parameter,parameters,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,plugin,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,separator,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,150,150,,,,"The Bishop’s Stortford High School site has been allocated in the emerging East Herts District Plan, under Policy BISH6. This site will only be released for development if sufficient secondary school capacity is provided within the Bishop’s Stortford South site (BISH5), also allocated in the East Herts District Plan. Only part of the whole site is brownfield.",,,,,,,,not owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR/01,"Bishop's Stortford High School Site, London Road,  Bishop's Stortford, CM23 3LU",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,,600,600,,,,"The Goods Yard site has been allocated in the emerging East Herts District Plan, under Policy BISH7.",,,,,,,,not owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,pending decision,outline planning permission,,,,,,,,,,,,,,,,,,,,,,BR/02,"The Goods Yard, Station Road, Bishop's Stortford, CM23 3BL",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,100,100,,,,"The Old River Lane site has been allocated in the emerging East Herts District Plan, under Policy BISH8.",,,,,,,,owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR/03,"Old River Lane, The Causeway, Bishop's Stortford, CM23 2EN",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,,,"The Mill Site has been allocated in the emerging East Herts District Plan, under Policy BISH10. A housing allocation has not been given for this site, as currently the site is still in employment use. The site will remain a designated employment area, until such time that the land becomes available for redevelopment.",,,,,,,,not owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR/04,"The Mill Site, Dane Street, Bishop's Stortford, CM23 3XZ",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,not owned by a public authority,,,,,,,,2015-07-23,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR/05,"8 & 10 Rye Street, Bishop's Stortford, CM23 2HG",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,not owned by a public authority,,,,,,,,2017-07-06,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR/06,"Millars One, Southmill Road, Bishop's Stortford, CM23 3DH",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,5,5,,,,Only part of the whole site is brownfield.,,,,,,,,not owned by a public authority,,,,,,,,2016-04-08,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR/07,"Thorley Place, Thorley Lane East, Bishop's Stortford, CM23 4BH",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,not owned by a public authority,,,,,,,,2016-11-09,https://www.eastherts.gov.uk/brownfieldregister,permissioned,full planning permission,,,,,,,,,,,,,,,,,,,,,,BR/08,"First and Second Floors, 42 North Street, Bishop's Stortford, CM23 2LR",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,,200,200,,,,"The Mead Lane Area has been allocated in the emerging East Herts District Plan, under HERT2.",,,,,,,,not owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR/09,"Mead Lane Area, Mead Lane, Hertford, SG13 7AJ",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-31,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,50,50,,,,The Bengeo Nursery Site has been allocated as part of the site allocation policy HERT4 in the emerging East Herts District Plan. This part of the allocation will deliver 50 homes. Only part of the whole site is brownfield.,,,,,,,,not owned by a public authority,,,,,,,,,https://www.eastherts.gov.uk/brownfieldregister,Not permissioned,,,,,,,,,,,,,,,,,,,,,,,BR/10,"Land North of Hertford (Nursery Site), Sacombe Road, Hertford, SG14 3DX",https://www.eastherts.gov.uk/brownfieldregister,,,2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
