address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0002,"""Land south of Graylingwell Drive, Chichester, West Sussex""",-0.771201,50.852481,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30974,7.42,owned by a public authority,,permissioned,reserved matters approval,2017-01-20,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,160,160,160,yes,,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0003,"""St Wilfrids Hospice, Grosvenor Road, Donnington, West Sussex, PO19 8FP""",-0.784682,50.825203,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30975,0.68,not owned by a public authority,,permissioned,outline planning permission,2015-11-11,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,21,21,21,yes,,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0004,"""Home Farm Hostel, Chichester Road, Selsey, West Sussex, PO20 9DX""",-0.781578,50.75346,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30976,0.14,not owned by a public authority,,permissioned,full planning permission,2017-06-21,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,10,10,10,yes,,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0005,"""Land west of Maddoxwood Cottage, Lavant Road, Chichester, PO19 5RD""",-0.784978,50.85919,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30977,0.5,not owned by a public authority,,permissioned,full planning permission,2018-08-15,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,10,10,10,yes,Allocated for housing development within the made Lavant Neighbourhood Development Plan,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0007,"""Brewhurst Mill, Brewhurst Lane, Loxwood, Billingshurst, West Sussex, RH14 0RJ""",-0.508624,51.06946,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30978,1.47,not owned by a public authority,,permissioned,full planning permission,2015-10-14,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,1,1,1,yes,,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0008,"""Co-operative Food, Malcolm Road, Tangmere, Chichester, West Sussex, PO20 2HS""",-0.716976,50.851421,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30979,0.27,not owned by a public authority,,permissioned,full planning permission,2017-03-14,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,3,3,3,yes,,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0009,"""Land at the Tannery, Westgate, Chichester, West Sussex, PO19 3HN""",-0.788437,50.835889,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30980,0.55,owned by a public authority,,not permissioned,,,,16,16,16,,Density calculated using 30 dwellings per hectare,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0010,"""Metro House, Northgate, Chichester, West Sussex, PO19 3HN""",-0.778902,50.840493,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30981,0.2,not owned by a public authority,,not permissioned,,,,6,6,6,,Density calculated using 30 dwellings per hectare,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0011,"""Land at Police Station, Kingsham Road, Chichester, PO19 8AD""",-0.777759,50.830949,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30982,0.69,owned by a public authority,,not permissioned,,,,20,20,20,,Density calculated using 30 dwellings per hectare,31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/chichester,Chichester District Council,BLR0012,"""Former Portfield Depot and UMA House, Oving, Chichester, West Sussex, PO19 7UW""",-0.751196,50.838761,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30983,2.15,not owned by a public authority,,permissioned,outline planning permission,2017-03-01,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,130,130,130,yes,571 student bedspaces equivalent to 130 dwellings,31/12/2017,31/12/2017,,,
