OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/hull,BLR002,"Egginton Street Car Park, Egginton Street, Hull Local Plan Housing Allocation H2, HU2 8BT",-0.338922,53.748176,http://hullcc.limehouse.co.uk/file/4808511,0.121,owned by a public authority,,not permissioned,,,,24,24,,"""Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 24 flats/dwellings. 04/01171/OUT Erection of a three storey apartment block for 18 two bedroom and 6 one bedroom apartments""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR007,"Upper Floors 41-65 George Street (Upper Floors), Hull Local Plan Housing Allocation H7, HU1 3BA",-0.337181,53.74622,http://hullcc.limehouse.co.uk/file/4808525,0.069,not owned by a public authority,,not permissioned,,,,6,6,,"""Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 (net) flats. Change of use of floors 1, 2 and 3 from existing single apartment per floor to 3 apartments per floor.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR008,"25-27 Dock Street, Hull Local Plan Housing Allocation H8, HU1 3DL",-0.336344,53.745835,http://hullcc.limehouse.co.uk/file/4808530,0.02,not owned by a public authority,,permissioned,,,,9,9,,"""Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 9 flats/dwellings. 14/01212/FULL (implemented) & 11/01161/FULL Erection of 7 storey building, offices on first floor/self contained flats on floors 2 - 6 (9 flats)""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR027,"177 Sharp Street (West End), Hull Local Plan Housing Allocation H27, HU5 2AD",-0.366058,53.763602,http://hullcc.limehouse.co.uk/file/4808528,0.354,not owned by a public authority,,permissioned,,,,15,15,,"""Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 15 dwellings. Erection of 15 dwellings.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR029,"United Reformed Church and Car Park Holderness Road, Kingston Upon Hull, HU9 3DW",-0.304055,53.759389,http://hullcc.limehouse.co.uk/file/4808529,0.202,not owned by a public authority,,permissioned,,,,13,13,,"""Erection of three storey building comprising 4 units on ground floor for use within classes A1, A2, A3 and A5 with 4 flats on the first and second floors and erection of 5 two storey dwellings.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR035,"121-123 Sharp Street, Kingston Upon Hull, HU5 2AE",-0.3638,53.763337,http://hullcc.limehouse.co.uk/file/4808537,0.051,not owned by a public authority,,permissioned,,,,5,5,,"""Erection of two storey building 3 self contained flats. Erection of 2 dwellings at the rear""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR043,"48 Pearson Park, Hull Local Plan Housing Allocation H43, HU5 2TG",-0.355062,53.75993,http://hullcc.limehouse.co.uk/file/4808531,0.053,owned by a public authority,,not permissioned,,,,6,6,,"""Hull Local Plan 2016 to 2032 - Housing Allocation with an indicative capacity of 6 dwellings. 13/01025/PCOU Change of use from offices to 6 flats""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR051,"20-24 Lambert Street, Hull Local Plan Housing Allocation H51, HU5 2SJ",-0.353557,53.763822,http://hullcc.limehouse.co.uk/file/4808536,0.07,not owned by a public authority,,permissioned,,,,5,5,,"""Hull Local Plan 2016 to 2032 - Housing Allocation indicative capacity 5 flats/dwellings. 10/01024/FULL Erection Part three and part two storey building -5 flats. Two storey building - 2 flats.Single storey building -2 flats""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR054,"Former Sutton Place Safe Centre, Saltshouse Road, Hull Local Plan Housing Allocation H54, HU8 9HR",-0.296325,53.778579,http://hullcc.limehouse.co.uk/file/4808538,0.989,not owned by a public authority,,permissioned,,,,23,23,,"""Hull Local Plan 2016 to 2032 -Housing Allocation indicative capacity of 23  dwellings/flats. 15/00759/OUT Outline application 13 dwellings & conversion of Woodside House building - 7 dwellings plus erection of 3 new dwellings""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/unitary-authority/hull,BLR1001,"Land at Convent Lane, Anlaby Road. HU3 2SA",-0.355612,53.742576,http://hullcc.limehouse.co.uk/file/4808576,0.241,owned by a public authority,,not permissioned,,,,12,12,,"""Potential for housing  - New build 12 dwellings.""",2017-12-20,2017-12-20,
