address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/001,"Former Oadby Swimming Pool Site, Leicester Road, Oadby",-1.086378,52.601328,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.26,owned by a public authority,,not permissioned,,,,32,32,32,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/002,"53-59 Queens Drive, Wigston",-1.117732,52.5855,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.09,not owned by a public authority,,not permissioned,,,,15,15,15,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/003,"Land At Bennett Way, South Wigston",-1.128604,52.58212,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.13,owned by a public authority,,not permissioned,,,,8,8,8,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/005,"29-31 Canal Street, Wigston, LE18 4PL",-1.131548,52.578761,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.0021,not owned by a public authority,,not permissioned,,,,5,5,5,yes,,2017-04-06,TBC,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/006,"8-10 Long Street, Wigston",-1.109126,52.583395,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.09,not owned by a public authority,,permissioned,full planning permission,2016-09-30,,27,27,27,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/007,"271 Leicester Road, Wigston",-1.110317,52.59528,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.06,not owned by a public authority,,permissioned,full planning permission,2016-10-06,,6,6,6,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/008,"39 Long Street, Wigston",-1.107853,52.583583,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.24,not owned by a public authority,,not permissioned,,,,18,18,18,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/009,"Arriva Bus Depot, Station Street, South Wigston",-1.130078,52.581465,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,1.11,not owned by a public authority,,not permissioned,,,,43,43,43,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/011,"Lyn House, 37-41 The Parade, Oadby",-1.083467,52.60002,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.0,not owned by a public authority,,permissioned,other,2015-07-21,,18,18,18,yes,,2017-04-06,2017-12-01 00:00:00,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/oadby-and-wigston,Oadby and Wigston Borough Council,OWBCBFL/014,"41-43 Canal Street, South Wigston",-1.132188,52.577723,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_site_plans_2018_2019/Brownfield%20Land%20Register%20Site%20Plans%202018-2019.pdf,0.04,not owned by a public authority,,permissioned,full planning permission,2015-09-29,,12,12,12,yes,,2017-04-06,2017-12-01 00:00:00,,,
