address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2031,"""Tusons Farm, Gill Lane, Walmer Bridge""",-2.7848,53.7145,https://www.southribble.gov.uk/content/housing-land-availability,4.64,not owned by a public authority,,permissioned,full planning permission,2019-03-05,http://publicaccess.southribble.gov.uk/online-applications/,2,2,2,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02b,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 2""",-2.6984,53.7392,https://www.southribble.gov.uk/content/housing-land-availability,9.45,not owned by a public authority,,permissioned,outline planning permission,2015-12-22,http://publicaccess.southribble.gov.uk/online-applications/,236,236,236,yes,,2016-06-03,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MF02c,"""Vernon Carus Site/Penwortham Mills, Factory Lane - Phase 3""",-2.6987,53.7405,https://www.southribble.gov.uk/content/housing-land-availability,1.17,not owned by a public authority,,permissioned,outline planning permission,2015-12-22,http://publicaccess.southribble.gov.uk/online-applications/,29,29,29,yes,,2016-06-03,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,TG08,"""Gas Holders Site (Morris Homes) (aka  Land off Wateringpool Lane)""",-2.6888,53.7337,https://www.southribble.gov.uk/content/housing-land-availability,1.9,not owned by a public authority,,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,22,22,22,yes,,2017-09-20,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2013,"""Church Farm, Liverpool Old Road, Much Hoole""",-2.8148,53.6951,https://www.southribble.gov.uk/content/housing-land-availability,0.63,not owned by a public authority,,permissioned,full planning permission,2018-10-19,http://publicaccess.southribble.gov.uk/online-applications/,1,1,1,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2016,"""Land adj Banks Farm, Station Road, Little Hoole""",-2.8005,53.7079,https://www.southribble.gov.uk/content/housing-land-availability,0.26,not owned by a public authority,,permissioned,outline planning permission,2018-10-30,http://publicaccess.southribble.gov.uk/online-applications/,2,2,2,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1987,"""Golden Ball Hotel, 150 Liverpool Road, Longton""",-2.7921,53.7254,https://www.southribble.gov.uk/content/housing-land-availability,0.26,not owned by a public authority,,permissioned,full planning permission,2018-04-10,http://publicaccess.southribble.gov.uk/online-applications/,4,4,4,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,1395,"""Rosedale, Gill Lane, Longton""",-2.7762,53.7122,https://www.southribble.gov.uk/content/housing-land-availability,0.41,not owned by a public authority,,permissioned,outline planning permission,2019-01-03,http://publicaccess.southribble.gov.uk/online-applications/,3,3,3,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,2017,"""Earnshaw Business Centre, High Lane, Leyland""",-2.7238,53.7042,https://www.southribble.gov.uk/content/housing-land-availability,0.28,not owned by a public authority,,permissioned,full planning permission,2018-11-12,http://publicaccess.southribble.gov.uk/online-applications/,7,7,7,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,NLH08b (NE part),"""Land at Orchard Avenue""",-2.7405,53.7218,https://www.southribble.gov.uk/content/housing-land-availability,0.26,not owned by a public authority,,permissioned,full planning permission,2018-01-11,http://publicaccess.southribble.gov.uk/online-applications/,4,4,4,yes,,2019-07-04,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,MS02,"""Moss Side Test Track, Aston Way/Titan Way""",-2.7276,53.7006,https://www.southribble.gov.uk/content/housing-land-availability,40.6,not owned by a public authority,,pending decision,,,http://publicaccess.southribble.gov.uk/online-applications/,1015,1015,1015,yes,,2017-09-20,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,BBW02,"""Land off Brownedge Road""",-2.6695,53.7279,https://www.southribble.gov.uk/content/housing-land-availability,2.7,owned by a public authority,,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,60,60,60,yes,,2017-09-20,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,TG05,"""Lostock Hall Primary School, Avondale Drive""",-2.688,53.7255,https://www.southribble.gov.uk/content/housing-land-availability,1.5,owned by a public authority,,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,30,30,30,yes,,2017-09-20,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,SW13,"""Shakespeare Foundry (previously Coupe's Foundry), Kittlingborne Brow, Higher Walton (aka Shakespeare Foundry)""",-2.6454,53.742,https://www.southribble.gov.uk/content/housing-land-availability,2.3,not owned by a public authority,,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,58,58,58,yes,,2017-09-20,2019-07-04,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-ribble,South Ribble,HP01,"""Pollard's Farm, Howick Cross Lane""",-2.7615,53.7466,https://www.southribble.gov.uk/content/housing-land-availability,2.4,owned by a public authority,,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,10,10,10,yes,,2017-09-20,2019-07-04,,,
