address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,180556,"""Greencoat House 32 St Leonards Road""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.068,not owned by a public authority,,permissioned,full planning permission,2018-08-30,,,5,5,yes,,12/12/2019,12/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,EP36,"""Former Railway Sidings Tutts Barn Lane""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,4.06,not owned by a public authority,,not permissioned,,,,,181,181,,,12/12/2019,12/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,HA18,"""Garages adjacent 25-32 Fletching Road""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.1,owned by a public authority,,not permissioned,,,,,8,8,,,20/12/2017,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,HA27,"""14-29 Brassey Parade""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.39,not owned by a public authority,,pending decision,,,,,22,22,yes,,11/12/2018,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,HA35,"""Garages to the rear of 11 Cade Street""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.05,owned by a public authority,,not permissioned,,,,,6,6,,,11/12/2018,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,HA43,"""Garages to the rear of 17 Pulborough Avenue""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.16,owned by a public authority,,not permissioned,,,,,6,6,,,20/12/2017,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,HA45,"""Garages adjacent to 1 Wadhurst Close""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.09,owned by a public authority,,not permissioned,,,,,5,5,,,20/12/2017,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,LA01,"""Car park to east of Langney Shopping Centre""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.13,not owned by a public authority,,not permissioned,,,,,10,10,,,20/12/2017,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,LA22,"""Garages between 7 and 9 Biddenden Close""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.08,owned by a public authority,,permissioned,full planning permission,2018-09-07,,,5,5,yes,,20/12/2017,11/12/2018,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/geography/administration/nmd/E07000061,,LA31,"""Garages adjacent to 45 Westerham Road""",,,http://www.lewes-eastbourne.gov.uk/planning-policy/brownfield-land-register/,0.08,owned by a public authority,,not permissioned,,,,,6,6,,,20/12/2017,11/12/2018,,,
