address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR01,"""Former Forensic Science Laboratory, Hinchingbrooke Park, Hinchingbrooke Park Road, Huntingdon PE29 6NU""",-0.208211,52.33338,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=OTNLYCIKG4I00&activeTab=summary,2.7,not owned by a public authority,,permissioned,full planning permission,2017-11-08,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=OTNLYCIKG4I00&activeTab=summary,103,103,103,yes,17/01597/FUL approved November 2017,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR02,"""Land At And Including British Gas Plc, Mill Common, Huntingdon""",-0.184985,52.326003,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,0.6,not owned by a public authority,,pending decision,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,11,11,11,yes,16/02093/FUL submitted October 2016,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR03,"""Land Adjacent And Including 2 Cromwell Road, Eynesbury""",-0.25347,52.226135,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1435050323013#s1435050323013,2.6,not owned by a public authority,,not permissioned,,,,80,80,80,yes,Draft allocation in Local Plan to 2036,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR04,"""Car Park, Cromwell Road, Eynesbury""",-0.255604,52.223604,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,0.6,not owned by a public authority,,pending decision,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,21,21,21,yes,0901288OUT submitted October 2009. Pending completion of S106  agreement.,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR05,"""Former Car Showroom, London Road, St Ives, PE27 5EZ""",-0.07841,52.319039,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,1.4,not owned by a public authority,,not permissioned,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,50,50,50,yes,Draft allocation in Local Plan to 2036,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR06,"""94 Great Whyte, Ramsey, Huntingdon, PE26 1HR""",-0.110341,52.451431,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,0.7,not owned by a public authority,,pending decision,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,32,32,32,yes,15/02384/FUL submitted December 2015,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR07,"""Land At And Including 46 Whytefield Road, Ramsey""",-0.112094,52.449319,http://huntsdc.objective.co.uk/portal/pp/hlp2036/cd2017/helaa2017?pointId=s1432202623157#s1432202623157,0.9,not owned by a public authority,,not permissioned,,,,40,40,40,yes,Allocated for housing in Local Plan Alteration 2002. Draft allocation in Local Plan to 2036,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR08,"""Former RAF Upwood and Upwood Hill House, Bury Road, Ramsey""",-0.129183,52.435699,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,25,not owned by a public authority,,permissioned,outline planning permission,2017-06-07,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,160,160,160,yes,1201274OUT approved June 2017,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR09,"""Clinic, RAF Upwood, Upwood Road, Bury""",-0.122328,52.435338,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,2,not owned by a public authority,,permissioned,full planning permission,2015-12-23,https://publicaccess.huntingdonshire.gov.uk/online-applications/applicationDetails.do?keyVal=NHYSB8IKMNQ00&activeTab=summary,60,60,60,yes,15/00029/FUL approved December 2015,2017-12-20,2017-12-20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/huntingdonshire,Huntingdonshire District Council,HDCBLR10,"""Land Adjacent St Marys Road Industrial Estate, St Marys Road, Ramsey""",-0.113773,52.454471,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,1.7,not owned by a public authority,,pending decision,,,https://publicaccess.huntingdonshire.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,52,52,52,yes,16/00311/FUL submitted February 2016,2017-12-20,2017-12-20,,,
