address,address-text,addressbase-custodian,amount,attribution,billing-authority,cardinality,category,census-area,citizen-name,citizen-names,clinical-commissioning-group,combined-authority,company,contact,contribution-funding-status,contribution-purpose,copyright,country,dataset,datatype,datetime,deliverable,description,developer-agreement,developer-agreement-contribution,developer-agreement-transaction,developer-agreement-type,development-corporation,development-metric,development-plan,development-plan-document,development-plan-status,development-plan-timetable,development-plan-type,development-policies,development-policy,development-policy-categories,development-policy-category,document,document-url,documentation-url,elapsed,end-date,endpoint,endpoint-url,entry-date,esd-inventory,field,fields,further-education-college-region-uk,further-education-college-uk,geography,geographies,geometry,government-domain,government-organisation,government-service,hash,hazardous-substances,hectares,hostname,identifier,internal-drainage-board,item,jobcentre,jobcentre-district,jobcentre-group,json,key-field,latitude,legal-instrument,legislation,licence,local-authority-eng,local-authority-nir,local-authority-sct,local-authority-type,local-resilience-forum,longitude,maximum-net-dwellings,minimum-net-dwellings,name,name-cy,national-park-authority,notes,number,official-name,official-name-cy,opendatacommunities-area,opendatacommunities-organisation,organisation,organisations,ownership-status,parent-field,pattern,phase,pipeline,planning-application,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,principal-local-authority,prison-estate,provenance,public-authority,purpose,region,regional-park-authority,register,registration-district,registry,replacement-field,request-headers,resource,response-headers,schema,school-type-eng,script,shielding-hub,short-name,site,site-address,site-plan-url,source,specification,start-date,statistical-geographies,statistical-geography,statistical-geography-county-eng,statistical-geography-local-government-district-nir,statistical-geography-london-borough-eng,statistical-geography-metropolitan-district-eng,statistical-geography-non-metropolitan-district-eng,statistical-geography-registration-district-eng,statistical-geography-registration-district-wls,statistical-geography-unitary-authority-eng,statistical-geography-unitary-authority-wls,status,strategic,street,string,territory,text,timestamp,transport-authority,twitter,typology,uk,units,url,value,website,wikidata-item,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,DevelopmentDescription,SiteInformation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 556,"Wombourne Police Station, Wombourne",-2.181736,52.53618,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.4,not owned by a public authority,,not permissioned,,,,11,11,11,yes,,,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,KV 361,"The Burgesses, High Street, Kinver",-2.22636,52.446743,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.24,not owned by a public authority,,permissioned,full planning permission,2018-12-13,,20,20,20,yes,,,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 141,"154a Walsall Road, Great Wyrley",-2.012466,52.665251,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1.2,owned by a public authority,,not permissioned,,,,27,27,27,yes,,21/11/2017,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 228,Adult Training Centre off Histons Hill,-2.194506,52.626597,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.7,owned by a public authority,,not permissioned,,,,19,19,19,yes,,21/11/2017,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 281,"Land off Giggetty Lane, Wombourne",-2.201629,52.533891,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1.06,not owned by a public authority,,permissioned,outline planning permission,2015-05-15,,19,19,19,yes,,21/11/2017,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,AC 82,"Springslade Works, Cannock Road, Bednall",-2.051397,52.751972,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.7,not owned by a public authority,,permissioned,full planning permission,,,6,6,6,yes,,21/11/2017,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,CD 191,"Terrace Nurseries, Oaken Drive, Codsall",-2.209378,52.622625,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.79,not owned by a public authority,,permissioned,full planning permission,,,12,12,12,yes,,21/11/2017,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,ES/101,"Old Mitre, Bursnips Road, Essington",-2.04623,52.629265,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.89,not owned by a public authority,,permissioned,,2018-07-19,,9,9,9,yes,,,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 168,"Brinsford Lodge, Featherstone",-2.101446,52.644468,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,2.5,not owned by a public authority,,not permissioned,,,,60,60,60,yes,,,19/02/2019,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,GW 165,"Hazelbrook Indsutrial Estate, Hazel Lane, Great Wyrley",-2.001702,52.658788,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,2.7,not owned by a public authority,,permissioned,reserved matters approval,2017-03-03,,17,17,17,yes,,21/11/2017,19/02/2019,,,
