OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/worcester,,Carden Street Opportunity Zone,-2.215937,52.19044,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Carden%20Street%20Opportunity%20Zone%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,3.9,mixed ownership,,not permissioned,,,,,,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,Shrub Hill Opportunity Zone,-2.211276,52.195266,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Shrub%20Hill%20Opportunity%20Zone%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,19.72,not owned by a public authority,,not permissioned,,,,,,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,23-24 Foregate Street,-2.221975,52.196156,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=23-24%20Foregate%20Street.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.1,not owned by a public authority,,not permissioned,,,,10,10,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,"Commandery Coach Depot, Tolladine Road",-2.180756,52.207448,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Commandery%20Coach%20Depot%2C%20Tolladine%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.07,not owned by a public authority,,not permissioned,,,,7,7,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,Rose Avenue,-2.201603,52.198356,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Rose%20Avenue%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.18,not owned by a public authority,,not permissioned,,,,8,8,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,"The Bridge Inn, Lowesmoor Terrace",-2.215645,52.195967,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=The%20Bridge%20Inn%2C%20Lowesmoor%20Terrace%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.1,not owned by a public authority,,not permissioned,,,,9,9,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,79 St Johns,-2.235188,52.186872,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=79%20St%20Johns%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.05,not owned by a public authority,,pending decision,,,,10,10,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,"Former Club House, Tolladine Golf Course",-2.188366,52.199268,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Former%20Club%20House%20Tolladine%20Golf%20Course%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.5,not owned by a public authority,,not permissioned,,,,15,15,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,"Laugherne Garage, Bransford Road",-2.253973,52.183961,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Bransford%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.44,not owned by a public authority,,not permissioned,,,,10,10,,,2017-08-04,2019-12-17,
http://opendatacommunities.org/id/district-council/worcester,,"County Council Offices, Bilford Road",-2.216007,52.213017,https://www.worcester.gov.uk/?option=com_fileman&view=file&routed=1&name=Bilford%20Road%20-%20Site%20Plan.pdf&folder=PDF%20Documents%2FPlanning%2Fplanning_policy%2Fbrownfieldsites&container=fileman-files,0.67,owned by a public authority,,not permissioned,,,,20,20,,,2017-08-04,2019-12-17,
