row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,14
2,NetDwellingsRangeFrom,default,24
3,NetDwellingsRangeFrom,default,69
4,NetDwellingsRangeFrom,default,26
5,NetDwellingsRangeFrom,default,107
6,NetDwellingsRangeFrom,default,21
7,NetDwellingsRangeFrom,default,93
8,NetDwellingsRangeFrom,default,14
9,NetDwellingsRangeFrom,default,68
10,NetDwellingsRangeFrom,default,12
11,NetDwellingsRangeFrom,default,18
12,NetDwellingsRangeFrom,default,11
13,NetDwellingsRangeFrom,default,11
14,NetDwellingsRangeFrom,default,307
15,NetDwellingsRangeFrom,default,20
16,NetDwellingsRangeFrom,default,13
17,NetDwellingsRangeFrom,default,30
18,NetDwellingsRangeFrom,default,13
19,NetDwellingsRangeFrom,default,58
20,NetDwellingsRangeFrom,default,171
21,NetDwellingsRangeFrom,default,136
22,NetDwellingsRangeFrom,default,20
23,NetDwellingsRangeFrom,default,87
24,NetDwellingsRangeFrom,default,34
25,NetDwellingsRangeFrom,default,85
26,NetDwellingsRangeFrom,default,95
27,NetDwellingsRangeFrom,default,10
28,NetDwellingsRangeFrom,default,16
29,NetDwellingsRangeFrom,default,76
30,NetDwellingsRangeFrom,default,250
31,NetDwellingsRangeFrom,default,720
