row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,9
2,NetDwellingsRangeFrom,default,70
3,NetDwellingsRangeFrom,default,8
4,NetDwellingsRangeFrom,default,11
5,NetDwellingsRangeFrom,default,6
6,NetDwellingsRangeFrom,default,10
7,NetDwellingsRangeFrom,default,50
8,NetDwellingsRangeFrom,default,100
9,NetDwellingsRangeFrom,default,77
10,NetDwellingsRangeFrom,default,150
11,NetDwellingsRangeFrom,default,9
12,NetDwellingsRangeFrom,default,4
13,NetDwellingsRangeFrom,default,39
14,NetDwellingsRangeFrom,default,9
15,NetDwellingsRangeFrom,default,3
16,NetDwellingsRangeFrom,default,17
17,NetDwellingsRangeFrom,default,9
18,NetDwellingsRangeFrom,default,41
19,NetDwellingsRangeFrom,default,90
20,NetDwellingsRangeFrom,default,9
21,NetDwellingsRangeFrom,default,12
22,NetDwellingsRangeFrom,default,7
23,NetDwellingsRangeFrom,default,8
