row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,10
2,NetDwellingsRangeFrom,default,6
3,NetDwellingsRangeFrom,default,9
4,NetDwellingsRangeFrom,default,5
5,NetDwellingsRangeFrom,default,5
6,NetDwellingsRangeFrom,default,6
7,NetDwellingsRangeFrom,default,3
8,NetDwellingsRangeFrom,default,9
9,NetDwellingsRangeFrom,default,4
10,NetDwellingsRangeFrom,default,5
11,NetDwellingsRangeFrom,default,5
12,NetDwellingsRangeFrom,default,32
13,NetDwellingsRangeFrom,default,9
14,NetDwellingsRangeFrom,default,1
15,NetDwellingsRangeFrom,default,5
16,NetDwellingsRangeFrom,default,2
17,NetDwellingsRangeFrom,default,1
18,NetDwellingsRangeFrom,default,5
19,NetDwellingsRangeFrom,default,1
20,NetDwellingsRangeFrom,default,22
21,NetDwellingsRangeFrom,default,5
22,NetDwellingsRangeFrom,default,28
23,NetDwellingsRangeFrom,default,8
24,NetDwellingsRangeFrom,default,12
25,NetDwellingsRangeFrom,default,8
26,NetDwellingsRangeFrom,default,5
27,NetDwellingsRangeFrom,default,8
28,NetDwellingsRangeFrom,default,20
29,NetDwellingsRangeFrom,default,4
30,NetDwellingsRangeFrom,default,101
31,NetDwellingsRangeFrom,default,124
32,NetDwellingsRangeFrom,default,100
33,NetDwellingsRangeFrom,default,60
34,NetDwellingsRangeFrom,default,9
35,NetDwellingsRangeFrom,default,40
36,NetDwellingsRangeFrom,default,3
37,NetDwellingsRangeFrom,default,15
38,NetDwellingsRangeFrom,default,52
39,NetDwellingsRangeFrom,default,6
40,NetDwellingsRangeFrom,default,13
41,NetDwellingsRangeFrom,default,35
42,NetDwellingsRangeFrom,default,9
43,NetDwellingsRangeFrom,default,4
44,NetDwellingsRangeFrom,default,5
45,NetDwellingsRangeFrom,default,12
46,NetDwellingsRangeFrom,default,65
