row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,14
2,NetDwellingsRangeFrom,default,24
3,NetDwellingsRangeFrom,default,26
4,NetDwellingsRangeFrom,default,87
5,NetDwellingsRangeFrom,default,11
6,NetDwellingsRangeFrom,default,307
7,NetDwellingsRangeFrom,default,20
7,NetDwellingsRangeTo,default,20
8,NetDwellingsRangeFrom,default,13
9,NetDwellingsRangeFrom,default,30
10,NetDwellingsRangeFrom,default,13
11,NetDwellingsRangeFrom,default,58
12,NetDwellingsRangeFrom,default,143
13,NetDwellingsRangeFrom,default,92
14,NetDwellingsRangeFrom,default,10
15,NetDwellingsRangeFrom,default,15
16,NetDwellingsRangeFrom,default,14
17,NetDwellingsRangeFrom,default,30
18,NetDwellingsRangeFrom,default,19
19,NetDwellingsRangeFrom,default,160
19,NetDwellingsRangeTo,default,160
20,NetDwellingsRangeFrom,default,45
21,NetDwellingsRangeFrom,default,16
22,NetDwellingsRangeFrom,default,136
23,NetDwellingsRangeFrom,default,10
24,NetDwellingsRangeFrom,default,20
24,NetDwellingsRangeTo,default,20
25,NetDwellingsRangeFrom,default,21
