row-number,field,issue-type,value
1,LastUpdatedDate,default,2020-06-25
1,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
1,SiteReference,missing,
1,NetDwellingsRangeFrom,missing,
1,NetDwellingsRangeTo,missing,
2,LastUpdatedDate,default,2020-06-25
2,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
2,SiteReference,missing,
2,NetDwellingsRangeFrom,missing,
2,NetDwellingsRangeTo,missing,
3,LastUpdatedDate,default,2020-06-25
3,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
3,SiteReference,missing,
3,NetDwellingsRangeFrom,missing,
3,NetDwellingsRangeTo,missing,
4,LastUpdatedDate,default,2020-06-25
4,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
4,SiteReference,missing,
4,NetDwellingsRangeFrom,missing,
4,NetDwellingsRangeTo,missing,
4,"GeoX,GeoY",OSGB outside England,"38995,279775"
5,LastUpdatedDate,default,2020-06-25
5,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
5,SiteReference,missing,
5,NetDwellingsRangeFrom,missing,
5,NetDwellingsRangeTo,missing,
6,LastUpdatedDate,default,2020-06-25
6,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
6,SiteReference,missing,
6,NetDwellingsRangeFrom,missing,
6,NetDwellingsRangeTo,missing,
7,LastUpdatedDate,default,2020-06-25
7,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
7,SiteReference,missing,
7,NetDwellingsRangeFrom,missing,
7,NetDwellingsRangeTo,missing,
8,LastUpdatedDate,default,2020-06-25
8,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
8,SiteReference,missing,
8,NetDwellingsRangeFrom,missing,
8,NetDwellingsRangeTo,missing,
9,LastUpdatedDate,default,2020-06-25
9,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
9,SiteReference,missing,
9,NetDwellingsRangeFrom,missing,
9,NetDwellingsRangeTo,missing,
10,LastUpdatedDate,default,2020-06-25
10,OrganisationURI,default,http://opendatacommunities.org/id/district-council/bromsgrove
10,SiteReference,missing,
10,NetDwellingsRangeFrom,missing,
10,NetDwellingsRangeTo,missing,
