row-number,field,issue-type,value
1,NetDwellingsRangeFrom,default,15
2,NetDwellingsRangeFrom,default,26
3,NetDwellingsRangeFrom,default,21
4,NetDwellingsRangeFrom,default,14
5,NetDwellingsRangeFrom,default,14
6,NetDwellingsRangeFrom,default,111
7,NetDwellingsRangeFrom,default,103
8,NetDwellingsRangeFrom,default,24
9,NetDwellingsRangeFrom,default,6
10,NetDwellingsRangeFrom,default,16
11,NetDwellingsRangeFrom,default,32
12,NetDwellingsRangeFrom,default,22
13,NetDwellingsRangeFrom,default,6
14,NetDwellingsRangeFrom,default,6
15,NetDwellingsRangeFrom,default,8
16,NetDwellingsRangeFrom,default,9
17,NetDwellingsRangeFrom,default,5
18,NetDwellingsRangeFrom,default,6
19,NetDwellingsRangeFrom,default,8
20,NetDwellingsRangeFrom,default,5
21,NetDwellingsRangeFrom,default,7
22,NetDwellingsRangeFrom,default,9
23,NetDwellingsRangeFrom,default,9
24,NetDwellingsRangeFrom,default,8
25,NetDwellingsRangeFrom,default,6
26,NetDwellingsRangeFrom,default,9
27,NetDwellingsRangeFrom,default,5
28,NetDwellingsRangeFrom,default,6
29,NetDwellingsRangeFrom,default,6
30,NetDwellingsRangeFrom,default,25
31,NetDwellingsRangeFrom,default,18
32,NetDwellingsRangeFrom,default,119
33,NetDwellingsRangeFrom,default,49
34,NetDwellingsRangeFrom,default,116
35,NetDwellingsRangeFrom,default,185
36,NetDwellingsRangeFrom,default,85
37,NetDwellingsRangeFrom,default,23
38,NetDwellingsRangeFrom,default,1
39,NetDwellingsRangeFrom,default,10
40,NetDwellingsRangeFrom,default,8
41,NetDwellingsRangeFrom,default,8
42,NetDwellingsRangeFrom,default,7
43,NetDwellingsRangeFrom,default,6
44,NetDwellingsRangeFrom,default,4
45,NetDwellingsRangeFrom,default,5
46,NetDwellingsRangeFrom,default,17
46,"GeoX,GeoY",OSGB outside England,"399794,911364"
47,NetDwellingsRangeFrom,default,33
48,NetDwellingsRangeFrom,default,40
49,NetDwellingsRangeFrom,default,70
50,NetDwellingsRangeFrom,default,23
51,NetDwellingsRangeFrom,default,24
52,NetDwellingsRangeFrom,default,20
53,NetDwellingsRangeFrom,default,6
54,NetDwellingsRangeFrom,default,8
55,NetDwellingsRangeFrom,default,6
56,NetDwellingsRangeFrom,default,12
57,NetDwellingsRangeFrom,default,10
58,NetDwellingsRangeFrom,default,27
59,NetDwellingsRangeFrom,default,10
60,NetDwellingsRangeFrom,default,6
61,NetDwellingsRangeFrom,default,5
62,NetDwellingsRangeFrom,default,7
63,NetDwellingsRangeFrom,default,8
