address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-1,"Lichfield Highway Depot, Trent Valley Road, Lichfield",413223,309288,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-2-Lichfield-East.pdf,1.37,owned by a public authority,,not permissioned,,,,52,,57,,Not proposed for allocation in LPA as no alternative site for current uses identified by land owner (SCC) therefore considered to be uncertain in terms of delivery. However would represent potential brownfield option.,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-2,"Land rear of Chase Terrace Primary School, Rugeley Road, Burntwood",404724,309499,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-5-Burntwood-North.pdf,1.56,owned by a public authority,,permissioned,,,,12,,12,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-3,"Land at Maple Close, Burntwood",405031,309072,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-6-Burntwood-South.pdf,1.33,owned by a public authority,,not permissioned,,,,29,,35,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-4,"Whittington Youth Centre, Main Street, Whittington",416069,308312,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-11-Whittington-rural-east.pdf,0.32,owned by a public authority,,not permissioned,,,,7,,9,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-5,"Minster Hall Youth Centre, Bird Street, Lichfield",411695,309615,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,0.15,owned by a public authority,,not permissioned,,,,13,,17,,Not proposed for allocation in LPA as considered to be uncertain in terms of delivery due to access. However would represent potential brownfield option.,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-6,"Shenstone Business Park and Birchbrook Industrial Estate, Lynn Lane, Shenstone",410545,304567,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-10-Shenstone.pdf,2.09,not owned by a public authority,,not permissioned,,,,45,,55,,Allocated through 'made' Shenstone neighbourhood plan. Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-7,"Former Lichfield Tennis Club, St Johns Hospice, Birmingham Road, Lichfield",411646,309035,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-3-Lichfield-South.pdf,0.45,not owned by a public authority,,not permissioned,,,,16,,20,,Proposed for allocation in LPA. Adjacent part of site currently under construction for residential development.,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-8,"Former Integra Works, Eastern Avenue, Lichfield",412163,311522,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-4-Lichfield-North.pdf,2.8,not owned by a public authority,,permissioned,,,,99,,99,,Site currently under construction. Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-9,"St Chads House, Cross Keys, Lichfield",411738,309715,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,0.15,not owned by a public authority,,permissioned,,,,12,,12,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-10,"Former Park Road Printers, Park Road, Alrewas",417427,315039,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-8-Alrewas.pdf,0.2,not owned by a public authority,,permissioned,,,,6,,6,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-11,"Packington Hall, Tamworth Road",416338,306325,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-11-Whittington-rural-east.pdf,2.31,not owned by a public authority,,permissioned,,,,24,,24,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-12,"Land at Quonians Lane, Cross Keys, Lichfield",411790,309678,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,0.81,not owned by a public authority,,not permissioned,,,,42,,52,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-13,"Former Regal Cinema (former Kwick Save), Tamworth Street, Lichfield",411861,309631,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,0.16,not owned by a public authority,,permissioned,,,,38,,38,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-14,"Angel Croft Hotel, Beacon Street, Lichfield",411359,309703,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-1-Lichfield-City-Centre.pdf,0.27,not owned by a public authority,,permissioned,,,,8,,8,,Site currently under construction. Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-15,"Former Windmill Public House, Grange Lane, Lichfield",410928,310407,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-4-Lichfield-North.pdf,0.31,not owned by a public authority,,not permissioned,,,,11,,13,,Planning permission expired 16/07/17. Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-16,"The Greyhound Public House, Upper St John Street, Lichfield",411960,308869,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-3-Lichfield-South.pdf,0.15,not owned by a public authority,,permissioned,,,,8,,8,,Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lichfield,Lichfield District Council,LDC-BLR-17,"41 Cherry Orchard, Lichfield",412355,309218,https://www.lichfielddc.gov.uk/Council/Planning/The-local-plan-and-planning-policy/Resource-centre/Evidence-base/Housing/Downloads/Brownfield-land-register/Map-2-Lichfield-East.pdf,0.25,not owned by a public authority,,permissioned,,,,7,,7,,Site currently under construction. Proposed for allocation in LPA,17/07/2017 00:00:00,17/07/2017 00:00:00,,,
