address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-03-0126,"Ameys Garage & No. 10 Oakfield Street, , Blandford (Forum and St. Mary), DT11 7EX",388776,106555,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388776&y=106555&epsg=27700&zoom=20,0.05,not owned by a public authority,,permissioned,,,,10,,10,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-03-0608,"Nordon Council offices, Salisbury Road, Blandford (Forum and St. Mary),",388894,107122,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388894&y=107122&epsg=27700&zoom=20,1.35,owned by a public authority,,not permissioned,,,,30,,40,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-03-0168,"Blandford Brewery, , Blandford (Forum and St. Mary), DT11 9LS",388664,105884,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388664&y=105884&epsg=27700&zoom=20,7.35,not owned by a public authority,,permissioned,,,,180,,180,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-20-0221,"Adult Learning Centre and St Martins Residential Home,  Queens Street, Gillingham,",380694,126667,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=380694&y=126667&epsg=27700&zoom=20,0.64,owned by a public authority,,not permissioned,,,,60,,60,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-03-0601,"Land adj Shorts Lane/Luton Mews, , Blandford (Forum and St. Mary), DT11 7GE",388335,106312,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=388335&y=106312&epsg=27700&zoom=20,0.04,not owned by a public authority,,not permissioned,,,,5,,10,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-05-0061,"Bourton Mill, , Bourton,",377471,130972,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=377471&y=130972&epsg=27700&zoom=20,1.07,not owned by a public authority,,permissioned,,,,35,,35,,Site under construction.,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-20-0240,"Churchbury House, Queen Street, Gillingham,",380662,126856,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=380662&y=126856&epsg=27700&zoom=20,0.04,not owned by a public authority,,permissioned,,,,6,,6,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-45-0258,"ATS Garage,  Westfields New Road, Shaftesbury,",386157,123147,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=386157&y=123147&epsg=27700&zoom=20,0.25,not owned by a public authority,,permissioned,,,,28,,28,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-24-0486,"Handley Cross Farm, Pidney, Pidney & Wonston, DT10 2EB",374806,108906,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=374806&y=108906&epsg=27700&zoom=20,0.64,not owned by a public authority,,permissioned,,,,17,,17,,,2017-12-15,2017-12-15,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/north-dorset,North Dorset District Council,2-54-0042,"Former livestock market site & railway gardens, , Sturminster Newton,",378790,114308,http://explorer.geowessex.com/nddc/shlaa?basemap=26&x=378790&y=114308&epsg=27700&zoom=20,0.19,not owned by a public authority,,permissioned,,,,28,,28,,Site is being marketed.,2017-12-15,2017-12-15,,,
