address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,ARCH1,"""Archway Core Site, Vorley Road/Archway Bus Station Site""",529381,186818,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.27,owned by a public authority,,not permissioned,,,,70,,70,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,ARCH3,"""The Archway Campus, Highgate Hill""",529283,186987,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,1.47,not owned by a public authority,,not permissioned,,,,260,,260,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,BC12,Finsbury Leisure Centre,532233,182490,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.89,owned by a public authority,,not permissioned,,,,120,,120,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2016/0488/FUL,"""Car Park at 11 Shire House, Whitbread Centre, Lamb's Passage""",532535,182079,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.26,mixed ownership,,permissioned,,,,35,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data. Entry updated to reflect permission reference P2016/0488/FUL,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,BC33,"""Peabody Whitecross Estate, Roscoe Street""",532329,182188,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.27,not owned by a public authority,,not permissioned,,,,12,,12,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2017/2961/FUL,Richard Cloudesley School,532199,1821833,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.36,owned by a public authority,,permissioned,,,,66,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data. Entry updated to reflect permission reference P2017/2961/FUL.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,BC44,Clerkenwell Fire Station,531197,182314,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.13,owned by a public authority,,not permissioned,,,,45,,45,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,FP9,"""Holloway Police Station, 284 Hornsey Road""",530700,186421,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.13,owned by a public authority,,not permissioned,,,,27,,27,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,NH5,"""Territorial Army Centre, 65-69 Parkhurst Road""",530357,185879,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.69,not owned by a public authority,,not permissioned,,,,96,,96,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,NH9,392a and 394 Camden Road,530238,185497,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,0.25,not owned by a public authority,,not permissioned,,,,14,,14,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2018-12-19,,,
