address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,406,"""Victoria Mills, Macclesfield Road, Holmes Chapel""",376699,367241,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,4.18,unknown ownership,,permissioned,,,,160,,,,"08/0492/OUT
16/3724C - Reserved Matters application on outline application 08/0492/OUT for access, appearance, landscaping, layout and scale with respect to 136 dwellings.  This was registered on the 29 July 2016 and is currently pending decision.",2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,742,"""Clarence Mill, Clarence Brow, Bollington""",393395,378195,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.48,not owned by a public authority,,permissioned,,,,19,,,,14/5063M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,749,"""Woodend, Homestead Road, Disley""",397158,384682,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.34,not owned by a public authority,,permissioned,,,,11,,,,13/4530M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,978,"""The Old Workshops, Kettle Lane, Audlem""",367281,343062,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.53,not owned by a public authority,,permissioned,,,,6,,,,15/4241N,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,993,"""Ivy House Farm, Longhill Lane, Hankelow""",368284,344779,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.22,not owned by a public authority,,permissioned,,,,5,,,,16/3456N,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2327,"""The Hollies, Wesley Avenue, Sandbach""",375636,360930,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.11,not owned by a public authority,,permissioned,,,,26,,,,16/0866C,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2340,"""9 Old Middlewich Road, Sandbach""",375584,360928,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.09,not owned by a public authority,,permissioned,,,,13,,,,15/3379C,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2355,"""Haulage depot rear of 13 Congleton Road, Sandbach""",375987,361090,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.41,not owned by a public authority,,permissioned,,,,14,,,,15/2134C,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2414,"""Land between 10 and 12 Waterloo Street, Macclesfield""",391404,373499,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.02,not owned by a public authority,,permissioned,,,,5,,,,14/1824M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2418,"""Former Massive Dyeworks, Loney Street, Macclesfield""",391127,373266,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.09,not owned by a public authority,,permissioned,,,,8,,,,16/4296M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2421,"""Dunwood, Homestead Road, Disley""",397119,384662,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.24,not owned by a public authority,,permissioned,,,,6,,,,15/3617M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2728,"""Paces Garage and Fairfields, Newcastle Road, Arclid""",378772,361957,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.85,not owned by a public authority,,permissioned,,,,18,,,,11/2394C,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2838,"""Forge Mill, Forge Lane, Congleton""",384891,363592,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,2.43,mixed ownership,,permissioned,,,,45,,,,"16/3859C - Reserved Matters Application - Approved 3 October 2016
16/0836C - Variation of Condition - Approved 5 August 2016 
14/0659C - Outline Planning Application - Allowed at appeal 15 January 2015",2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2953,"""Lodge Farm Industrial Estate, Audlem Road, Hankelow""",367204,345576,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.43,not owned by a public authority,,permissioned,,,,4,,,,"16/3764N - Reserved Matters Application 
14/4300N - Outline Planning Application - Approved 28 September 2015",2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,2971,"""Grenson Motor Co Ltd, Middlewich Road, Minshull Vernon""",368008,358866,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.37,not owned by a public authority,,permissioned,,,,10,,,,15/1249N,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,3030,"""Land at 2 & 4 Heathfield Avenue & 29, 29A & 31 Hightown, Crewe""",370096,355954,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.17,not owned by a public authority,,permissioned,,,,14,,,,15/1545N,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,3062,"""Land off Saville Street, Macclesfield""",392326,373027,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.50,not owned by a public authority,,pending decision,,,,18,,,,14/1945M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,3075,"""Land To The North of Park Royal Drive, Macclesfield""",391153,373535,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.14,not owned by a public authority,,permissioned,,,,10,,,,14/2777M,2017-10-19,2017-10-19,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/unitary-authority/cheshire-east,Cheshire East Council,3126,"""Land at 151-153 London Road, Macclesfield""",391717,371929,http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,0.05,not owned by a public authority,,permissioned,,,,8,,,,13/0191M,2017-10-19,2017-10-19,,,
