address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR001,"""Land Bounded By Somerleyton Road, Coldharbour Lane And Railway""",531434,175206,https://maps.london.gov.uk/brownfield-site-register,1.61,mixed ownership,,permissioned,,,,304,,,,Lambeth Local Plan allocated site (Site 14),15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR003,Fenwick Estate South,530198,175534,https://maps.london.gov.uk/brownfield-site-register,0.47,owned by a public authority,,permissioned,,,,55,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR005,12-20 Wyvil Road,530190,177556,https://maps.london.gov.uk/brownfield-site-register,0.38,not owned by a public authority,,permissioned,,,,278,,,,Part of Lambeth Local Plan allocated site (Site 11),15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR006,93 King's Avenue,530083,174295,https://maps.london.gov.uk/brownfield-site-register,0.29,not owned by a public authority,,permissioned,,,,5,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR007,"""Olive Morris House, 18 Brixton Hill""",530838,174882,https://maps.london.gov.uk/brownfield-site-register,0.28,owned by a public authority,,permissioned,,,,74,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR009,"""Texaco Garage, 36-46 Albert Embankment""",530434,178376,https://maps.london.gov.uk/brownfield-site-register,0.19,not owned by a public authority,,permissioned,,,,166,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR010,340A Clapham Road,530213,176167,https://maps.london.gov.uk/brownfield-site-register,0.19,not owned by a public authority,,permissioned,,,,62,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR012,151 Palace Road,531678,172844,https://maps.london.gov.uk/brownfield-site-register,0.09,not owned by a public authority,,permissioned,,,,9,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR014,85 Brixton Hill,530807,174559,https://maps.london.gov.uk/brownfield-site-register,0.06,not owned by a public authority,,permissioned,,,,7,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR017,44 Clapham Common South Side,529406,174826,https://maps.london.gov.uk/brownfield-site-register,1.41,not owned by a public authority,,permissioned,,,,293,,,,,15/12/2017,17/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR018,260 Knight's Hill,531758,171072,https://maps.london.gov.uk/brownfield-site-register,0.11,not owned by a public authority,,permissioned,,,,6,,,,,15/12/2017,17/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR020,2-7 Stockwell Green,530683,176093,https://maps.london.gov.uk/brownfield-site-register,0.09,not owned by a public authority,,pending decision,,,,24,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR021,"""Land to rear of Viking House, Denmark Road""",532136,176407,https://maps.london.gov.uk/brownfield-site-register,0.08,not owned by a public authority,,permissioned,,,,8,,,,,15/12/2017,17/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR022,184 Larkhall Lane,529784,176254,https://maps.london.gov.uk/brownfield-site-register,0.06,not owned by a public authority,,permissioned,,,,14,,,,,15/12/2017,17/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR024,2-4 Hercules Road,531094,179419,https://maps.london.gov.uk/brownfield-site-register,0.02,not owned by a public authority,,permissioned,,,,6,,,,,15/12/2017,17/12/2018,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR025,Central Hill Estate,533133,170799,https://maps.london.gov.uk/brownfield-site-register,6.86,owned by a public authority,,not permissioned,,,,503,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR026,Cressingham Gardens,531327,173664,https://maps.london.gov.uk/brownfield-site-register,4.2,owned by a public authority,,not permissioned,,,,159,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR027,Fenwick Estate,530197,175626,https://maps.london.gov.uk/brownfield-site-register,3.15,owned by a public authority,,not permissioned,,,,236,,,,,15/12/2017,15/12/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/lambeth,London Borough of Lambeth,BLR028,Westbury Estate,529215,176240,https://maps.london.gov.uk/brownfield-site-register,2.81,owned by a public authority,,pending decision,,,,232,,,,Lambeth Housing Zone site,15/12/2017,17/12/2018,,,
