address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,"""Two sites at Hurricane Way, Airport Industrial Estate, Norwich""",622329,312694,,2.02,,,,,,,,,,,Proposed allocated site in draft GNLP for 30 dwellings,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Start Rite Factory Site, 28 Mousehold Lane, Norwich NR7 8HE""",624160,310901,,0.86,,,,,,,,,,,Proposed allocated site in draft GNLP for 40 dwellings,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""297 Aylsham Road/Land at Arminghall Close, Norwich""",622082,311019,,2.27,,,,,,,,,,,Part implemented (LIDL store),31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land At Corner Of Knox Road and Plumstead Road, Norwich NR1 4LQ""",624752,309311,,0.21,,,,,,,,,,,"""For planning history search for '16/01354/O and 18/00727/F' at link provided""",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former Church, Heartsease Lane, Norwich""",625119,310121,,2.44,,,,,,,,,,,"Planning permission granted for ""Construction of new church auditorium with associated children and youth facilities, nursery and car parking with external works and new pedestrian access. (19/00007/F) but not yet implemented""",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""126-128 Barrack Street, Norwich""",623714,309439,,0.11,,,,,,,,,,,"""For planning history search for '06/00964/F' at the first link provided.""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Bartram Mowers Ltd, Land West of Blubell Road, Norwich""",619992,306393,,5.47,,,,,,,,,,,"15/01646/F - complete
Application currently pending for 32 bungalows and 22 apartments (19/00911/F)
Proposed allocated site in draft GNLP for 60 units",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Norfolk Learning Difficulties Centre, Ipswich Road, Norwich""",622080,305690,,0.78,,,,,,,,,,,Proposed allocated site in draft GNLP for 15 units.,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land North Side Of Windmill Road, Norwich""",623971,310965,,0.19,,,,,,,,,,,"""For planning history search for '14/00847/F' at link provided""",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""John Youngs Limited, 24 City Road, Norwich NR1 3AN""",623456,307538,,0.89,,,,,,,,,,,"""Higher density scheme of 75 dwellings may be needed to allow the site to be developed""
Proposed allocated site in draft GNLP for 45 units",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Hewett Yard, Hall Road, Norwich""",622966,306550,,0.44,,,,,,,,,,,,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Parish Hall And Vicarage Garden Site, Little John Road, Norwich""",622476,306488,,0.48,,,,,,,,,,,"""For planning history search for '10/01926/F' at the link provided""",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Deal Ground, Bracondale, Norwich""",624690,307366,,16.24,,,,,,,,,,,"""For planning history search for '12/00875/O' at the first link provided""
Proposed allocated site in GNLP (Deal Ground, Utilities Site and Carrow Works (GNLP0360 & GNLP3053) for 2000 dwellings.",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land at Lily Terrace, Norwich""",623539,307821,,0.1,,,,,,,,,,,"""For planning history search for '16/01574/O and 18/01641/RM' at the link provided""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Ivory House, All Saints Green, Norwich NR1 3NB""",623028,307944,,0.09,,,,,,,,,,,"""For planning history search for 'Ivory House' at the link provided""
Permission expired 31 August 19",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Anglia Square, Norwich""",623019,309382,,4.35,,,,,,,,,,,"""For planning history search for 'Anglia Square' at the link provided"". 
Application pending (18/00330/F) for Part Full/Outline application for the comprehensive redevelopment of Anglia Square and adjacent land on Edward Street for: up to 1250 dwellings, hotel, ground floor retail and commercial floorspace, cinema, multi-storey car parks, place of worship and associated works to the highway and public realm areas. Planning Committee resolution 6 Dec 2018 to approve 18/00330/F but called in.  Awaiting outcome of public inquiry due to start early 2020. Proposed allocated site in draft GNLP allocation for 1200 dwellings. Original planning consent for 198 dwellings unlikely to be built out.",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Barn Road Car Park, Norwich""",622480,308884,,0.42,,,,,,,,,,,302 student bedroom equivilent to 120 units,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""5, 6a and 6B Beckham Place, Edward Street, Norwich NR3 3DZ""",623056,309536,,0.27,,,,,,,,,,,"""For planning history search for '5, 6A And 6B Beckham Place' at the link provided""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""60-70 Ber Street, Norwich NR1 3EW""",623338,308027,,0.19,,,,,,,,,,,"""For planning history search for '70 Ber Street' at the first link provided""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""10-14 Ber Street, Norwich NR1 3EJ""",623241,308186,,0.1,,,,,,,,,,,Proposed allocated site in draft GNLP for 10 units.,31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""113-119 Ber Street, Norwich NR1 3EY""",623329,307941,,0.07,,,,,,,,,,,"""For planning history search for '16/01266/F' at the link provided""",31/12/2017,13/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""147-153 Ber Street, Norwich NR1 3EY""",623385,307835,,0.18,,,,,,,,,,,Proposed allocated site in GNLP for 150 units (combined with 84-120 Ber Street) - GNLP2159.,31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land at Argyle Street, Norwich""",623720,307749,,0.32,,,,,,,,,,,"""For planning history search for '14/01574/NF3' at the first link provided""
Proposed allocated site in GNLP for 15 units.",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land to rear of City Hall, Bethel Street, Norwich""",622816,308519,,0.40,,,,,,,,,,,Proposed allocated site in GNLP for 20 units.,31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""59 Bethel Street, Norwich NR2 1NR""",622624,308503,,0.11,,,,,,,,,,,"""For planning history search for '59 Bethel Street' and/or '09/01005/L' at the link provided""
Conversion element complete (8 units). 14 units still to be built to the rear.",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""St Peters House, 23 Cattle Market Street, Norwich NR1 3DY""",623329,308340,,0.16,,,,,,,,,,,"""Prior approval notice.
For planning history search for '15/01256/PDD, 18/00830/PDD & 17/01482/F' at the link provided""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""24 Cattle Market Street, Norwich NR1 3DY""",623320,308381,,0.07,,,,,,,,,,,"""For planning history search for '13/01686/F', 17/00205/F' and/or 18/01749/F at the link provided""",31/12/2017,12/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""36-42 Duke Street, Norwich NR3 3AR""",622866,309041,,0.18,,,,,,,,,,,"""For planning history search for '16/00699/F' at the link provided""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former Eastern Electricity Board Site, Duke's Wharf, Duke Street, Norwich""",622883,308809,,0.84,,,,,,,,,,,"""Revised plans being submitted. GNLP allocation for 100
14/01103/F expired on 17.17.2014.
For planning history search for '14/01103/F' and/or '15/00916/F' at the first link provided.
For Greater Norwich Local Plan (GNLP) Call for Sites information enter 'GNLP0401 Call for Sites' into browser""
Proposed allocated site in GNLP for 100 units. 
18/01117/F approved Jan 2019 for continued use as car park until August 2019.",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""St. Mary's Works, Duke Street, Norwich NR3 3AF""",622797,309183,,1.1,,,,,,,,,,,"""16/01950/O: Outline permission approved.
For planning history search for '16/01950/O' at the link provided""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Friars Quay/Colegate, Norwich""",623071,308985,,0.13,,,,,,,,,,,"""14/01282/F - withdrawn. Linked to 16/01285/PDD - Merchants Court. No development has gone ahead.
For planning history search for '14/01282/F' at the link provided""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land at Garden Street, Norwich""",623402,308095,,1.08,,,,,,,,,,,Proposed allocated site within GNLP for 100 units.,31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land At Goldsmith Street Greyhound Opening And Haslips Close, Norwich""",622122,309128,,2.5,,,,,,,,,,,"For planning history search for 15/00272/F at the first link provided""
49 units already complete",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""34 Magpie Road, Norwich NR3 1JQ""",622910,309633,,0.04,,,,,,,,,,,"""For planning history search for '16/00485/F' at the link provided""
Permission expired 3.10.2019",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Mary Chapman Court, Norwich NR3 3DX""",622901,308895,,0.2,,,,,,,,,,,100 beds Equivalent to 40 dwellings,31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""St George's Works, Muspole Street incl Seymour Hse, 30-34 Muspole St, Norwich NR3 1DJ & The Guildyard, 51 Colegate, Norwich NR3 1DD""","622935
(ref for 12/00143/ET only)","309079
(ref for 12/00143/ET only)",,0.57,,,,,,,,,,,"""For planning history search for '12/00143/ET', '15/01512/PDD' and/or '15/01713/PDD' at the link provided""
Proposed allocated site in GNLP for 110 units (GNLP2114)",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""140-154 Oak Street, Norwich NR3 3BP""",622646,309411,,0.15,,,,,,,,,,,Proposed allocated site in GNLP for 27 units (in conjuction with 70-72 Sussex Street),31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""161 Oak Street, Norwich NR3 3AY""",622572,309480,,0.43,,,,,,,,,,,"""For planning history search for '15/00245/O and 18/00004/F' at the link provided""",31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Pottergate Car Park site, Norwich""",622781,308657,,0.07,,,,,,,,,,,,31/12/2017,18/12/2019,,,
,,,,,,,,,,,,,,,,,,,,,,"""Land at Queens Road and Surrey Street, Norwich""",623172,307850,,0.5,,,,,,,,,,,"""For planning history search for '18/00437/F' at the first link provided.
Note: application incorporates different area from allocation""
Proposed allocated site within GNLP for 40 dwellings (GNLP0451)
252 students beds equivilent to 101 dwellings",31/12/2017,18/12/2019,,,
