address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Barlby-1,,463278,433400,,15.85,Not in Public Ownership,,Not Permissioned,,,,,,,,Entire site lies within flood zone 2 and 3 and is an area benefiting from flood defences. Possible ground contamination from existing factory.,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Brotherton-2,,447995,426114,,1.6,Not in Public Ownership,,Not Permissioned,,,,,,,,The northern to the southern boundary on the western side of the site lies within flood zone 2. Electricity Pylons cross the site.,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Brotherton-8,,448244,425797,,0.36,Not in Public Ownership,,Permissioned,,,,,,,,,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Byram-7,,449055,425390,,0.13,Public Ownership,,Permissioned,,,,,,,,,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Byram-8,,448711,425672,,0.13,Public Ownership,,Not Permissioned,,,,,,,,,2016-06-29,2016-06-29,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Carlton-6,,464731,424103,,0.16,Not in Public Ownership,,Permissioned,,,,,,,,Whole site is in a groundwater protection zone 3,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Cawood-9,,457264,437723,,0.09,Not in Public Ownership,,Permissioned,,,,,,,,,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Eggborough-21,,455814,423634,,0.17,Public Ownership,,Permissioned,,,,,,,,,2016-06-22,2016-06-22,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Eggborough-9,,455804,423498,,0.14,Public Ownership,,Permissioned,,,,,,,,,2016-06-29,2016-06-29,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/selby,Selby District Council,Hambleton-8,,455332,430856,,0.28,Not in Public Ownership,,Permissioned,,,,,,,,Possible ground contamination from farm buildings on the eastern half of the site.,2016-06-22,2016-06-22,,,
