address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,,,,"""Cooper's scrapyard, Church Road, Aslacton""",616025,291035,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2CASL%201,0.82,,,,,,,,,,,"""Allocated site (ASL1) Outline planning permission (2006/0171) for 15 dwellings.",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Cook's Garage, Carleton Rode""",611881,291518,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2010%2F1776,0.23,,,,,,,,,,,"""Outline planning permission (2010/1776) and reserved matters (2013/0277 and 2013/1897) for 4 dwellings and conversion for 2 units.  Under construction, almost complete""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Costessey: North of the River Tud/Queen's Hills""",615046,312116,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2015%2F0570,0.39,,,,,,,,,,,"""Outline planning permissions (2007/1443, 2008/1569), reserved matters and full planning permission (2015/0570) for 304 dwellings of which approx 87 units are on pdl""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""The Business Centre, Intwood Road, Cringleford""",619847,305736,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2015%2F2843,0.65,,,,,,,,,,,"""Prior approval (2015/2843) for change of use from offices to 35 dwellings""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former Haulage Depot, Park Road, Diss""",613110,279028,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2CDIS%205,0.84,,,,,,,,,,,"""Allocated site (DIS5) and Full planning permission (2017/0042) on part of site""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former Hamlin's Factory site, Diss""",611521,279564,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2CDIS%206,1.51,,,,,,,,,,,"""Mixed use allocated site (DIS6) for retail (non-food goods) leisure, offices (class A2) and housing (25%) of site""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Feather Factory site, Diss""",611389,279535,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2CDIS%207,2.13,,,,,,,,,,,"""Mixed use allocated site (DIS7)  for retail (non-food goods) leisure, offices (class A2) and housing (25%) of site""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Rackham's Builders Yard, Diss""",610959,279637,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2016%2F2000,0.16,,,,,,,,,,,"""Full planning permission (2016/2000) for 3 dwellings and conversion for 3 units""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Old Station Yard, Station Road, Forncett""",617400,293454,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2014%2F0290,1.77,,,,,,,,,,,"""Outline permission (2011/0016) and reserved matters approval (2014/0290) for 17 dwellings; 16 completed""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Long Lane, Framingham Earl""",626889,302815,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2013%2F1904,1.23,,,,,,,,,,,"""Outline permission (2013/1904) for 7 dwellings and reserved matters (2016/1329) for 4 of these""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former workshop, Yarmouth Road, Hales""",637883,297393,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2011%2F0026,0.36,,,,,,,,,,,"""Full permission (2011/0026) for 10 dwellings and 291 sqm B1 use""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Former Howard Rotavator Works, Mendham Lane, Harleston""",624994,282971,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2CHAR%203,0.95,,,,,,,,,,,"""Allocated site (HAR3) and outline permission (2014/0184) for 35 dwellings""",31/12/2017,31/12/2017,,,
,,,,,,,,,,,,,,,,,,,,,,"""Maltings, Tudor Rose Way, Harleston""",624580,283592,https://www.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&query=BrownfieldSites_8038_0%2CAlt_Ref%2C2012%2F1558,0.13,,,,,,,,,,,"""Full planning permission (2010/1992, 2011/0419, 2012/1558) for conversion for 5 dwellings""",31/12/2017,31/12/2017,,,
