address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/001,"""Former Network Rail Depot, Kings Road, Spalding""",524586,323144,https://www.sholland.gov.uk/media/7520/Former-Network-Rail-Depot-Kings-Road-Spalding/pdf/Former_Network_Rail_Depot__Kings_Road__Spalding.pdf,1.29,Not owned by a public authority,,Permissioned,,,,42,,,,,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/002,"""15-21 and land to rear Winsover Road, Spalding""",524439,322607,https://www.sholland.gov.uk/media/7531/15-21-and-land-to-the-rear-Winsover-Road-Spalding/pdf/15-21_and_land_to_the_rear_Winsover_Road__Spalding.pdf,0.18,Not owned by a public authority,,Permissioned,,,,27,,,,16 dwellings under construction,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/003,"""30 Westlode Street, Spalding""",524976,322922,https://www.sholland.gov.uk/media/7530/30-Westlode-Street-Spalding/pdf/30_Westlode_Street__Spalding.pdf,0.06,Not owned by a public authority,,Permissioned,,,,7,,,,"""6 dwellings completed, 1 not started""",22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/004,"""5b and 5c Sheep Market, Spalding""",524647,322652,https://www.sholland.gov.uk/media/7532/5b-and-5c-Sheep-Market-Spalding/pdf/5b_and_5c_Sheep_Market__Spalding.pdf,0.1,Not owned by a public authority,,Permissioned,,,,6,,,,,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/005,"""Land immediately adjact to Spalding Library, Victoria Street, Spalding""",524536,322653,https://www.sholland.gov.uk/media/7517/Land-immediately-adjacent-to-Spalding-Library-Victoria-Street-Spalding/pdf/Land_immediately_adjacent_to_Spalding_Library__Victoria_Street__Spalding.pdf,0.14,Not owned by a public authority,,Permissioned,,,,6,,,,"""A new planning application (H16-0601-17) is currently under consideration for the erection of 7 apartments, including part demolition of existing brick building. This application is due to be determined by 21/12/17.""",22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/006,"""The Robin Hood Inn, 1 Bourne Road, Spalding""",523661,322311,https://www.sholland.gov.uk/media/7496/The-Robin-Hood-Inn-1-Bourne-Road-Spalding/pdf/The_Robin_Hood_Inn__1_Bourne_Road__Spalding.pdf,0.03,Not owned by a public authority,,Permissioned,,,,6,,,,,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/007,"""Banbury Close, Spalding""",524963,323602,https://www.sholland.gov.uk/media/7527/Banbury-Close-Spalding/pdf/Banbury_Close__Spalding.pdf,0.35,Not owned by a public authority,,Permissioned,,,,10,,,,,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/008,"""EMG Hyundai, 2 St Johns Road, Spalding""",524077,322378,https://www.sholland.gov.uk/media/7524/EMG-Hyundai-2-St-Johns-Road-Spalding/pdf/EMG_Hyundai__2_St_Johns_Road__Spalding.pdf,1.06,Not owned by a public authority,,Permissioned,,,,48,,,,22 dwellings under construction,22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/009,"""Land off Willow Walk (Former Laws Yard), Spalding""",525282,323038,https://www.sholland.gov.uk/media/7514/Land-off-Willow-Walk-Former-Laws-Yard-Spalding/pdf/Land_off_Willow_Walk__Former_Laws_Yard__Spalding.pdf,0.52,Not owned by a public authority,,Pending decision,,,,16,,21,,"""Resolution to grant full planning permission for the development of 22 dwellings, subject to the applicant entering into a s106 agreement. SHLAA ref no: Stp005""",22/11/2017,22/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/south-holland,South Holland District Council,BLR/SPA/010,"""Land to the east of Spalding Road, Pinchbeck""",524583,324674,https://www.sholland.gov.uk/media/7512/Land-to-the-east-of-Spalding-Road-Pinchbeck/pdf/Land_to_the_east_of_Spalding_Road__Pinchbeck.pdf,0.37,Not owned by a public authority,,Not permissioned,,,,11,,15,,"""The South East Lincolnshire Strategic Housing Land Availability Assessment (SHLAA) (April 2017) indicates that there is a need to improve the water and foul sewerage network but that this should not impact upon the site's deliverability. SHLAA ref no: Pin025. The site is a proposed housing allocation in the South East Lincolnshire Local Plan (2011-2036): Publication Version (March 2017).""",22/11/2017,22/11/2017,,,
