address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR090,Camden People's Theatre 58 Hampstead Road London NW1 2PY,529238.15,182471.24,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR085,1st and 2nd Floors 155 Regent's Park Road London NW1 8BB,528162.83,184382.79,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.04,unkown ownership,,permissioned,,,,10,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR083,"Central Somers Town Covering Land At Polygon Road Open Space, Edith Neville Primary School 174 Ossulston Street And Purchese Street Open Space London NW1",529754.01,183171.94,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,2.07,unkown ownership,,permissioned,,,,136,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR080,The Cock Tavern 23 Phoenix Road London NW1 1HB,529708.23,183019.78,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR071,140-146 Camden Street London NW1 9PF,529077.2,184130.54,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.17,unkown ownership,,permissioned,,,,52,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR031,10 Gate Street London WC2,530608.33,181493.55,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.01,unkown ownership,,permissioned,,,,4,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR095,58 West End Lane London NW6 2NE,525454.44,184299.15,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.07,unkown ownership,,permissioned,,,,14,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR038,Allgood Plc 297 Euston Road London NW1 3AQ,529222.29,182261.74,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,7,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR096,1A Highgate Road London NW5 1JY,528920.41,185288.85,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.07,unkown ownership,,permissioned,,,,13,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR054,101 Camley Street London NW1 0PF,529775.61,183664.37,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.36,unkown ownership,,permissioned,,,,121,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR003,Phoenix Place WC1,530978.36,182243.22,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,1.12,not owned by a public authority,,permissioned,,,,345,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR033,Raglan House 1 Raglan Street London NW5 3DB,528921.09,184852.16,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.04,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR065,174 - 178 Kentish Town Road London NW5 2AG,528985.55,184770.87,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.06,unkown ownership,,permissioned,,,,13,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR091,Old Postman’s Office 30 Leighton Road London NW5 2QE,529163.36,185154.91,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.13,unkown ownership,,permissioned,,,,7,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR060,Land Adjoining no 42 Falkland Road London NW5 2PX,529166.06,185299.61,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR044,Cambridge House 373-375 Euston Road London NW1 3AR,528963.02,182170.14,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.04,unkown ownership,,permissioned,,,,16,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR052,22 Tower Street London WC2H 9NS,530019.3,181045.59,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.08,unkown ownership,,permissioned,,,,22,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR074,9-13 Grape Street London WC2H 8ED,530152.46,181384.5,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR020,6-17 Tottenham Court Road & others,529739.89,181466.1,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.26,not owned by a public authority,,not permissioned,,,,20,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR086,Centre Heights 137 Finchley Road London NW3 6JG,526608.46,184345.83,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,14,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR030,41 Fortess Road London NW5 1AD,528984.15,185514.92,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR046,"Gordon House 6, 1st Floor, Lissenden Gardens London NW5 1LX",528429.35,185744.41,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.08,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR026,167-177 Shaftesbury Avenue London WC2H 8JB,530026.6,181211.36,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.05,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR069,Englands Lane Residence England's Lane London NW3 4XQ,527636.78,184751.48,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.24,unkown ownership,,permissioned,,,,9,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR049,Hope & Anchor Public House 74 Crowndale Road London NW1 1TP,529265.23,183415.86,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,8,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR068,Liddell Industrial Estate 1-33 Liddell Road London NW6 2EW,525123.47,184807.23,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.58,unkown ownership,,permissioned,,,,106,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR088,Rear of 110 Gloucester Avenue London NW1 8HX ,528113.42,184175.05,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.04,unkown ownership,,permissioned,,,,12,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR075,Vacant site adjacent to no 11 Crogsland Road London NW1 8HF,528232.04,184507.57,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.16,unkown ownership,,permissioned,,,,38,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR057,Ryland House 24/24a Ryland Road London NW5 3EH,528640.31,184848.5,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.01,unkown ownership,,permissioned,,,,10,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR029,"Land bounded by Fisher Street, Catton Street, 8-10 Southampton Row. (Former site of 1-2 Fisher Street and 2-6 (even) Catton Street.",530534.9,181611.35,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,22,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR010,"Middlesex Hospital Annex, Cleveland St WC1",529277.91,181820.4,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.31,owned by a public authority,,pending decision,,,,50,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR087,42 Caversham Road London NW5 2DS,529242.3,184965.59,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.08,unkown ownership,,permissioned,,,,7,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR063,"Land bounded by Grafton Terrace, Maitland Park Villas and Maitland Park, containing Existing TRA Hall and Garages; and Land adjacent to Maitland Park Villas containing existing Aspen House, gymnasium and garages",527913.53,184949.6,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.97,unkown ownership,,permissioned,,,,70,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR017,"Kentish Town Police Station, 10A,12A, 14 Holmes Road",528920.72,185059.34,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.41,owned by a public authority,,not permissioned,,,,35,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR082,"Clifford Pugh House, 5-7 Lancaster Grove, NW3 4HE",526894.15,184672.35,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.1,unkown ownership,,permissioned,,,,15,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR040,80 Guilford Street London WC1N 1DF,530361.99,182130.78,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR053,Shirley House 25-27 Camden Road London NW1 9LN,529103.89,184085.28,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.18,unkown ownership,,permissioned,,,,53,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR051,Bruges Place Ground and First Floor 15-20 Baynes Street London NW1 0TF,529292.31,184130.22,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.21,unkown ownership,,permissioned,,,,27,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR093,152-156 Kentish Town Road London NW1 9QB,528976.42,184712.98,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.1,unkown ownership,,permissioned,,,,8,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR005,"100 Avenue Road, Swiss Cottage",526719.14,184300.89,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.42,not owned by a public authority,,permissioned,,,,184,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR050,34A-36 Kilburn High Road London NW6 5UA,525517.23,183555.25,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.1,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR079,Mansfield Bowling Club Croftdown Road London NW5 1EP,528753.89,186263.03,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.84,unkown ownership,,permissioned,,,,21,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR034,17 Goldington Crescent London NW1 1UA,529564.39,183458.63,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR001,EAP - Camden cutting,528902.09,183319.03,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,5.3,owned by a public authority,,not permissioned,,,,1400,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR022,"Land Bound by New Oxford Street, Museum Street and West Central Street",530174.5,181438.1,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.14,not owned by a public authority,,permissioned,,,,11,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR076,17 & 25-27 Ferdinand Street London NW1 8EU,528384.27,184372.13,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,10,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR078,The Mamelon Tower 149 Grafton Road London NW5 4AY,528367.35,185173.48,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR013,"19-37 Highgate Road, Day Centre, former Lensham House (A&A Storage) 25 and 37 Greenwood Place",528783.38,185439.44,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.65,mixed ownership,,permissioned,,,,42,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR004,O2 car park,526007.37,184780.99,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,1.56,not owned by a public authority,,not permissioned,,,,315,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR047,112-116 New Oxford Street London WC1A 1HH,529897.56,181409.4,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,9,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR018,"202-212 Regents Park Road, (Round House Carpark) Chalk Farm Road",528192.12,184341.15,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.33,not owned by a public authority,,not permissioned,,,,30,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR006,24-58 Royal College Street (Parcel Force Worldwise Depot),529464.38,183836.05,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,1.54,not owned by a public authority,,not permissioned,,,,175,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR042,187 Kentish Town Road London NW1 8PD,528922.3,184683.97,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.06,unkown ownership,,permissioned,,,,9,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR092,20-21 King's Mews London WC1N 2JB,530925.68,182034.34,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,7,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR023,Fire Station 20 Highgate Road,530564.25,182177.49,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.01,owned by a public authority,,not permissioned,,,,26,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR058,16 Rochester Mews London NW1 9JB,529276.21,184403.44,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR037,51 Fitzjohn's Avenue London NW3 6PH,526526.25,185144.43,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.15,unkown ownership,,permissioned,,,,8,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR084,113 Regents Park Road London NW1 8UR,527981.08,184236.49,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.04,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR097,Camden Goods Yard Chalk Farm Road NW1 8EH,528428.59,184157.98,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,3.26,not owned by a public authority,,pending decision,,,,573,,,,2017/3847/P,21/05/2018,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR094,317 Finchley Road London NW3 6EP,526066.35,185031.31,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,22,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR012,"Westminster Kingsway College, Regents Park Centre, Longford Street, NW1 3HB",530564.25,182177.49,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.01,not owned by a public authority,,not permissioned,,,,55,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR077,Farringdon Point 29-35 Farringdon Road London EC1M 3JF,531486.43,181812.31,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.03,unkown ownership,,permissioned,,,,5,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR008,"4 St Pancras Way, St Pancras Hospital",529682.35,183599.34,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,2.13,owned by a public authority,,not permissioned,,,,94,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR009,"Land at Goldsmith's House and adjoining land, Cumberland Market Estate, Park Village East/ Augustus St",530564.25,182177.49,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.01,not owned by a public authority,,not permissioned,,,,60,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR043,"Station House, Lower Ground & Ground Floors, 9-13 Swiss Terrace Belsize Road London NW6 4RR",526602.65,184334.28,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.02,unkown ownership,,permissioned,,,,6,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR014,"57-71 Pratt Street, 10-15 Georgiana Street and Royal College Street",529306.84,183920.86,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.34,not owned by a public authority,,not permissioned,,,,40,,,,,22/12/2017,12/07/2020,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR072,Arthur Stanley House 40 Tottenham Street London W1T 4RN,529331.31,181761.54,https://opendata.camden.gov.uk/Environment/Brownfield-Land-Register-Map/g8xk-ktap,0.11,unkown ownership,,permissioned,,,,12,,,,,22/12/2017,12/07/2020,,,
