address,address-text,deliverable,end-date,entry-date,hazardous-substances,hectares,latitude,longitude,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate,site-plan-url,start-date
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,2013/1328/F,168 Scorer Street,3826867,36297,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=497349&y=370308&resolution=0.1&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,0.03,Not owned by a public authority,,permissioned,,,,8,,8,,,19/09/2017,19/09/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,2014/0879/F,"Old Bargate Works,Clumber St",3827901,36610,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=497072&y=369008&resolution=0.1&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.04,Not owned by a public authority,,permissioned,,,,10,,10,,,19/09/2017,19/09/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,2015/0038/F,"The Victory PH,Boultham Park Rd",3827112,37050,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=496604&y=369973&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,0.27,Not owned by a public authority,,permissioned,,,,14,,14,,,19/09/2017,19/09/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL724,"Land adjacent to Environment Agency, Waterside North",3826211,35477,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=498152&y=371154&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.28,Owned by a public authority,,not permissioned,,,,25,,25,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL754,Car park to west of St. Anne's Rd,3825795,35042,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=498568&y=371685&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.38,Owned by a public authority,,not permissioned,,,,11,,11,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL528,"Land south of YMCA,Waterside North",3826205,35641,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=497980&y=371160&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.39,Not owned by a public authority,,not permissioned,,,,29,,29,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL756,"Nurses home,Greetwell Rd",3825647,34922,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=498682&y=371877&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,0.44,Owned by a public authority,,not permissioned,,,,13,,13,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL723,"Surface car park, Waterside North",3826186,35731,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=497901&y=371181&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.47,Not owned by a public authority,,not permissioned,,,,35,,35,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,2015/0511/RM,Former Boultham Dairy Site,3827112,36895,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=496741&y=369988&resolution=0.2&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=BackgroundMaps%2CBrownfield%20Land%20Register%2CselectFeaturesControl_container,0.92,Not owned by a public authority,,permissioned,,,,14,,14,,,19/09/2017,14/11/2017,,,
,,,,,,,,,,,,,,,,,,,http://opendatacommunities.org/id/district-council/lincoln,City of Lincoln Council,CL813,Land East of Urban Street,3828257,36693,https://maps.lincoln.gov.uk/WebMapLayers8/Map.aspx?x=496992&y=368567&resolution=0.5&epsg=27700&mapname=planning&baseLayer=BackgroundMaps&datalayers=Brownfield%20Land%20Register%2CselectFeaturesControl_container,1.54,Not owned by a public authority,,not permissioned,,,,51,,51,,,19/09/2017,14/11/2017,,,
